sama	samade
lõhkuma	`lõhkusid
kivi	kivide
vastu	`vastu
varvas	`varbad
ee	ee
siin	sii
vad	vad
kivine	kivised
maa	maad
puha	puhas
aga	äga
nüüd	nüid
olema	oo
olema	pole
enam	änam
palja+jalu	`palja+jala
laps	last
kuskil	`kosse
pool	pool
nägema	näha
olema	olnd
ja	ja
pidama	pidid
kõik	kõik
palja+jalu	`palja+jalu
kasvama	`kasvama
jüri+päev	juribest
kui	kui
jüri+päev	juri+bene+päe
olema	oli
siis	siis
laskma	`lasti
kari	kari
kari	kari
välja	`välja
ja	ja
ja	ja
kui	kui
olema	oli
põhk	põhu
puudus	`puudus
kui	kui
vara	vara
juba	juba
lume+hang	lume+anged
olema	ol'id
aed	aea
äär	`ääri
kaudu	kauda
kui	kui
mõni	mõni
mäe+nukk	mäe+nukk
lahti	`lahti
olema	oli
juba	juba
ajama	`aetti
loom	loomad
välja	`välja
et	et
et	et
ee	ee
et	et
olema	pole
sööma	`süija
enam	änam
kodunt	kodunt
andma	`anda
mitte	`mette
ja	ja
laps	lapsed
juurde	`juure
jälle	`jälle
see	nendele
laps	lapsed
kari	`karja
siga	siad
ajama	`aetti
põld	põllale
aga	aga
siis	siis
olema	olid
meie	meil
niuke	`niusked
pisike	pisiksed
lapp	lappi
talu	talud
olema	olid
siin	siin
ja	ja
siis	siis
iga+üks	iga+ühel
olema	oli
kolm	kolm
neli	neli
siga	siga
see	need
ajama	`aetti
kõik	kõik
põld	põllale
ja	ja
siis	siis
laps	lapsed
olema	olid
juures	juures
siga	sigade
kari	`karjas
põld	põllal
seal	sääl
põld	põllu
peal	peal
olema	oli
see	see
olema	oli
ikka	`ikka
lõbus	lõbus
kari	`karjas
olemine	olemine
sina	sa
saama	said
kodu	koduse
päev	`pääva
tulema	`tulla
ning	ning
aga	äga
kui	kui
sina	sa
meri	mere
äärde	`ääre
kaksi+pidi	kaksi+bidi
lammas	lammaste
ning	ning
veis	`veiste
lehm	`lehmade
kari	`karja
minema	läksid
vot	vot
siis	siis
see	see
andma	`andis
siis	siss
see	see
päev	päe
laps	lapsel
üle	üle
elama	elada
hommik	omingu
päev	pääva
tõusma	tõustes
minema	mine
ja	ja
õhtu	`öhta
päev	pää
minema	läheb
looja	`looea
kui	kui
sina	sa
kodu	koduse
saama	saad
tulema	`tulla
kes	keda
kodu+lind	kodu+`linde
siin	sii
muu	muud
es	es
olema	olnd
ahh	ahh
hani	aned
ja	ja
part	`parttisi
ja	ja
kana	kanu
see	need
see	need
olema	olid
kodu+lind	kodu+linnud
muu	muud
meie	me
olema	pole
pidama	pidand
kui	kut
part	pardid
ja	ja
hani	aned
ja	ja
kana	kanad
viimaks	`viimaks
ka	koo
esiti	esitti
es	s
olema	ole
mitte	`mette
aga	aga
viimaks	`viimaks
olema	oli
üks	üks
mõni	mõni
mõni	mõni
siuke	`seukke
inimene	inimene
kes	kess
võtma	`võttis
kari	karja
suvi	suiks
kauplema	kaubeldi
kohe	kohe
karjane	karjaseks
ning	ning
siis	siis
maksma	maksetti
tema	`talle
palk	palk
kes	kess
hoidma	`oidis
lammas	`lambad
aga	äga
lehm	lehmad
lehm	`lehmade
kari	karjast
meie	meil
olema	pole
ühine	ühist
olema	olnd
mitte	`mette
aga	aga
lammas	lammaste
karjane	karjane
olema	oli
ühine	ühine
siis	siis
olema	oli
siis	siis
olema	oli
kes	kess
see	see
olema	oli
siis	siis
küla	küla
küla	küla
lammas	`lambad
hoidma	`oidis
kõik	kõik
ja	ja
siis	siis
maksma	maksetti
tema	taale
palk	palk
see	selleks
ja	ja
aga	äga
lehm	`lehmade
kari	`karjas
ikka	`ikka
iga+üks	iga+üks
pidama	pidi
ise	ise
käima	`käima
noh	nohh
siis	siis
olema	oli
mis	miss
seal	seal
olema	oli
palk	palgaks
andma	`antti
paar	paar
vakk	`vakka
vili	`vilja
see	see
es	s
olema	ole
et	et
üks	üks
see	selle
maksma	`maksis
see	se
küla	küla
pealt	pealt
korjama	korjatti
kokku	`kokku
e	e
paar	paar
vakk	`vakka
vili	`vilja
ja	ja
siis	siis
kartul	karduhlid
andma	`antti
ja	ja
see	selle
karjane	karjasele
ja	ja
muu	muud
muu	muud
asi	`asja
es	es
olema	ole
mitte	`mette
vili	viljaga
siin	sii
siis	siis
es	es
olema	ole
raha+maks	raha+`maksu
ühtid	`ühtid
raha	rahaga
vana	vana
aeg	aeal
olema	oli
siuke	`siuksed
et	et
saama	said
lina	linast
ketrama	kedrettud
suur	suured
lõng	lõngad
ise	ise
valmis	`valmis
ja	ja
saama	sai
kangas	`kangad
kõik	`kõikkidel
praegu	`paergus
iga	igas
talu	talus
see	need
kangas+teljed	`kangru+teljed
alles	alles
iga+üks	iga+ühel
ja	ja
siis	siis
saama	sai
kuduma	koeuttud
lõim	`lõimeks
kutsuma	kutsutti
see	see
mis	miss
saama	sai
lina	linast
ketrama	kedrettud
ja	ja
lammas	`lamba
selg	seljast
saama	sai
võtma	`võettud
vill	viil
see	see
saama	sai
jälle	`jälle
kraasima	kaarittud
mina	mool
praegu	`paergus
seal	sääl
töö	töö
käsil	käsil
olema	on
kraas	`kaaridega
ja	ja
seal	seal
khm	khm
ketrama	kedrettud
khm	khm
jälle	`jälle
kude	kuded
sisse	`sisse
ja	ja
siis	siis
kuduma	kueutti
siis	siis
värvima	värvitti
siis	siis
tegema	`tehti
suur	sured
kiudiline	kiudud
kuub	kuuwed
kutsuma	kutsutti
kiudiline	kiudud
kuub	kuuwed
triibuline	riibulised
