plats	`laatside
meie	meittel
puudu	`puudu
olema	oli
sügis	sügüse
olema	oli
jälle	`jälle
seeme	`siemne
vili	`vil'ja
tarvis	taris
e	e
siia	`siija
oma	oma
koju	koo
maa	mua
peale	`
setvert	`setvert
vili	`vil'ja
andma	`an'tti
see	selle
siis	siis
mina	mia
teenima	`tiensi
ära	ää
ka	kua
uus	uut
seeme	siemet
jälle	`jälle
ning	nin
vahel	vahel
ju	ju
maa	muad
tahtma	`tahtvad
uus	uut
seeme	siemet
see	selle
tõttu	`tõttu
ei	ei
keegi	kedägi
muu	muud
ei	eij
olema	ollõ
palk	`palkka
maksma	maksõtti
raha	raha
palk	palk
maksma	maksõtti
ei	ei
see	sie
olema	oli
aasta	`aasta
mina	mia
olema	oli
aasta	`aasta
peale	peale
kinkima	kingitti
iga	igä
kord	kord
püha	pühädess
ka	kua
kui	kui
püha	pühäd
tulema	tulid
ikka	`ikka
kinkima	kingitti
hõbe	õbõ
rist	rist
kinkima	kingitti
kett	kettigä
ning	ning
saabas	`suappad
kinkima	kingitti
üks	ühede
püha	pühäde
aeg	`aõges
ning	ning
jaki+riie	jakki+riije
kinkima	kingitti
üks	ühede
püha	pühäde
aeg	`aõges
ning	ning
üks	ühede
püha	pühäde
aeg	`aõges
e	e
kinkima	kingitti
suur	sur
tore	torõ
kukk	kukkõdõgaa
käsi	kätte
rätik	rättik
ning	ning
palk	palk
olema	oli
siis	sis
peale	piäle
need	need
olema	olid
kingitus	kingittusõd
siis	siis
e	e
olema	oll
saks	`saksõl
ikka	`ikka
sihuke	`siokkõ
mõte	mõtte
et	ett
kinkima	kingittud
püha	pühädes
tüdruk	tüdrikkättele
muu	muud
mina	miaa
teadma	tiä
keegi	kedägid
kohe	kohõ
jah	jaahh
vana	vana
Veera	Viera
olema	oli
ikka	`ikka
toa+tüdruk	tua+düdrik
ning	ning
kaks	kaks
olema	olid
e	e
hobune	`oustõga
kaks	kaks
hobune	oust
olema	olid
ning	nin
vana	vana
Raeli	Raeli
Reet	Riõt
olema	oli
päeva+mees	päevä+mies
küll	küll
ka	kua
vahel	vahel
suur	suurõd
maa	muad
olema	olid
meie	meije
tegema	tie
es	ss
seal	siäl
muu	muud
keegi	kedägi
kui	kui
loom	`luõmu
toimetama	toõmõndasimõ
päeval	`päävä
vesi	vett
vedama	vedäsime
ning	ning
loom	luõmad
ning	ning
vahest	vahõst
käima	käösime
seal	siäll
e	e
Vana	Vana
Kurase	Kurasõl
oks	`oksõ
ka	kua
tegema	tegemäss
põletamine	põlõttamist
mina	mia
olema	oli
siis	sis
põllu+mees	põllu+mies
Lotti	Lot'ti
Mänd	Män'niga
jah	jahh
hobune	`uostõ
taga	taga
iga	igä
päev	päe
jah	jahh
meie	meije
olema	olimõ
sulane	sulased
või	või
sihuke	`sioksõd
tüdruk	tüdrikkud
Kihnu	`Kihnus
sulane	sulasi
olema	olõ
es	ss
mitte	mtte
Kihnu	`Kihnus
elu	elu
aeg	aa
em	em
e	e
mees	mihed
e	e
vedelema	vedeleväd
ka	kua
oma	oma
koht	`kohta
nemad	nendel
oma	oma
töö	tüe
aga	aga
nemad	nemäd
ei	ei
võtma	võtta
see	sedä
maa	mua
töö	tüed
käsi	käde
ega	egä
tegema	tie
ilm+ki	`jõlmaski
tegema	tie
praegu	`praõgu
ega	egä
tegema	tie
es	ss
ilm+ki	`jõlmaski
kui	kui
saama	suavad
aeg	`aega
sadam	sadamass
siis	siis
e	e
seisma	`seisväd
ning	ning
oma	oma
riist	`riistu
vaatama	`uattavad
ning	ning
mitte	mitte
üks	üks
ei	ei
võtma	võtta
hang	`angu
käsi	käde
ega	egä
aitama	`aitta
naine	naõsõlõ
üks	`ühte
tera	terää
e	e
hein	`einu
tõstma	`tõsta
ega	egä
keegi	kedägid
saama	suavad
siis	siis
jooma	`jõuwad
Kihnu	Kihnu
mees	mehed
vaatama	vatta
mina	mia
ütlema	`ütle
puhtalt	`puhtalt
välja	`vällä
sihuke	`sioksõd
nemad	näd
olema	ond
no	no
mõni	mõni
olema	ond
tuhat	tuhandõst
ka	kua
kes	kiss
aitama	`aittab
ega	egä
see	sedä
olema	põlõ
mitte	mtte
aga	agaa
nemad	neid
olema	ond
harva	`arva
ka	kua
ning	ning
Kihnu	Kihnu
naiste+rahvas	naeste+`rahvad
olema	ond
elu	elu
aeg	aa
mees	mehe
eest	iest
töö	tües
mais+maa	maõsõ+malt
nüüd	nüüd
saama	suavad
e	e
puhkama	puhatta
hobune	`oostõga
hobune	`oostõga
olema+ki	põlõgi
mais+maa	maõsõ+malt
enam	enäm
tassima	`tas'sin
nüüd	nüd
auto	`auttud
tassima	`tas'vad
ning	ning
sihuke	`sioksõd
talv	talvõd
olema	olid
talv	talvõd
läbi	läbi
tassima	tas'si
hein	`einu
puu	puid
hobune	obosõga
koju	koo
just	just
sulane	sulanõ
aga	aga
vaatama	`vatta
Kihnu	Kihnu
tüdruk	tüdrikkud
e	e
see	selles
nagu	nagu
kasvama	kasun
maa	muast
madal	madalast
suur	suurõ
töö	`tüegä
selle+pärast	selle+bäräst
olema	ond
aga	aga
maa+ilm	`mua+jõlma
inimene	inimesed
ju	ju
tegema	tie
sihuke	seokkõst
töö	tüed
mitte	mtte
see	sedä
ju	jo
sina	siä
saama	suad
küll	küll
ise	ise
aru	aru
siis	siis
olema	olid
e	e
nemad	nendel
ise	ise
kaks	kaks
e	e
noor	nuort
mees	miest
vana	vana
Jüri	Juri
ning	ning
Jaan	Jaan
aga	aga
mina	mia
olema	oli
jah	jahh
hobune	obosõ
taga	taga
ka	kua
aga	aga
suur	surdõ
raske	`raskõttõ
töö	`tüede
peale	`piäle
mina	mjõnd
ei	ei
panema	panna
es	ss
äestama	äästämäes
ning	ning
rullima	rul'mas
ning	ning
kartul	`karttuli
panema	panõmas
ning	ning
Jaan	Jaan
ajama	aas
ikka	`ikka
õun	õõna
vagu	vaod
ning	ning
nemad	neid
olema	oli
kaks	kaks
noor	nuõrt
mees	miest
ka	kua
aga	aga
olema	olid
jälle	`jälle
suur	suurõd
maa	muad
olema	oli
sihuke	`sioksi
käsiline	käsilisi
ka	kua
tarvis	taris
nüüd	nüüd
e	e
nüüd	nüüd
jaagupi+päev	juaguppi+bäe
juba	juba
siis	siis
hakkama	akkatti
ülal	üläl
istuma	`jõstma
noor	noorõd
inimene	inimesed
ning	ning
hommik	umikku
kell	kellä
kolm	kolmõst
rukis	rugi
rehi	`rihte
rabama	rabama
siis	siis
e	e
siis	siis
olema	oli
sihuke	`seokkõ
lugu	lugu
et	ett
e	e
kell	kellä
kümme	`kümnest
üks+teist+kümmend	ühe+`deistmest
tulema	tulõd
sealt	siält
ära	ää
saama+ki	`suagi
magama	magada
mut+ku	mut+ku
hommik	umikku
rukis	rugi
rehi	`rihte
rabama	rabama
silm	silmäd
kinni	`kindi
pea	piäs
haigutama	aõgutta
uks	uksõ
peal	piäl
kui	kui
vana	vanad
e	e
vihk	`vihka
tooma	tuad
e	e
rehi	rihal
käsi	käde
taotama	`taottavad
kui	kui
e	e
alles	allõs
maa	muad
krunt	`krun'ttis
olema	oli
nagu	naguu
oma	oma
siilu+põld	siilu+põllud
olema	olid
siis	siis
nõnda	nda
palju	paõlu
mina	ma
teadma	tiä
siis	siis
pidama	pidii
kell	kellä
kümme	`kümnest
üks+teist+kümmend	ühes+`teistmest
siis	siis
juba	juba
pidama	pidi
rehi	rihe
rabama	rabattud
olema	olõma
siis	siis
põld	põllalõ
jälle	`jälle
töö	`tüese
minema	`minnä
oder	odrad
tahtma	`tahtsid
korjama	korjatta
kuidas	kudass
tema	ta
panema	`pan'di
ikka	`ikka
see	sedä
samuti	`samtti
üks	üks
olema	oli
pars	parsil
teine	teene
andma	`an'dis
hark	argiga
vihk	vihud
üles	üles
eit	eit
olema	oli
pars	parsil
meie	meije
andma	`an'tsime
rukis	rugi
vihk	vihud
e	e
hark	argiga
üles	üles
sihuke	`seokkõ
hark	ar'k
tegema	`tehtüd
olema	oli
jah	jaahh
puu	puust
hark	ar'k
ning	ning
e	e
panema	`pan'di
rehi	rihe
üles	üles
tuli	tuli
ahi	`ahju
kartul	`karttulid
ahi	`ahju
küpsema	`küpsmä
seni	sõnis
kui	kui
sina	saa
ise	ennäst
puhas	`puhtass
pesema	pesid
siis	siis
andma	`an'tti
kartul	`karttuli
ning	ning
koor	kuort
koor	kuõrt
sihuke	`seokkõst
hapu	appud
koor	kuõrt
kastma	kastõt
sool	suõla
sisse	`sisse
saama	sai
kõht	kõht
täis	täüs
panema	`panna
ning	nin
jälle	`jälle
põld	põllalõ
minema	`minnä
e	e
iga	egä
päev	päe
meie	meije
tegema	tegime
iga	egä
päev	päe
meie	meil
olema	oli
väheldane	väheläne
tuba	tuba
palju	paõlu
rehi	rihõsi
olema	oli
suur	suurõd
maa	muad
meie	meije
tegema	tegime
iga	egä
päev	päe
kui	kui
mitte	mtte
meie	meije
iga	egä
päev	päe
rehi	`rihte
pidama	piä
es	ss
siis	siiss
e	e
meie	mede
e	e
vili	vili
jääma	jäi
põld	põllalõ
hulk	ulk
e	e-e
tuba	tubasi
olema	oli
iga	egä
üks	ühel
kaks	kaks
tuba	tuba
meie	meil
üks	üks
tuba	tuba
maa	muade
kohta	`kohta
siis	siis
e	e
pidama	pidi
vili	vili
teine	teste
aegu	`aõgu
korjama	korjatud
olema	olõma
ning	nink
e	e
kui	kui
mitte	`mitte
saama	sua
es	ss
korjama	korjatta
siis	siss
loom	luomad
jääma	jäid
loom	`luõmõ
sööma	`seüwä
põld	põllalõ
lau+päev	`lauppa
õhtu	`õhta
vahel	vahel
hakkama	`akkasimõ
vaatama	`uattama
kui	kui
hakkama	`akkasid
värav	värävättest
tulema	tulõma
loom	luõmad
iga	egäst
koht	kohast
meie	mede
rukis	rugi
kuhi	kuhjad
põld	põllal
öö	üed
läbi	läbi
saama	sai
siis	siis
koju	koo
õu	`õuwõ
lasu	lasusõ
vedama	vedädä
kimpus	`kjõmppus
olema	olimõ
pisikene	pisiksõ
tuba	tuaga
ning	ning
suur	surdõ
maa	muadõga
rukis	rugi
olema	oli
põld	põllal
kuiv	kuiv
küll	küll
aga	aga
pidama	pidime
tuba	tuba
ikka	`ikka
üles	üles
panema	panõma
rabama	rabas
maha	maha
puhas	puhas
tõstma	`tõstas
ning	ning
kuidas	kudas
sina	sa
siis	ss
muidu	muidu
saama	suad
ajama	`aõtti
pars	parrõd
alt	alt
ära	ää
neli	neljä
parreline	parrõline
laug	laug
olema	oli
pool	puõl
ajama	`aõtti
ennema	ennemä
maha	maha
see	sie
rabama	rabatti
maha	maha
siis	siis
e	e
ajama	`aõtti
pool	puõl
jälle	`jälle
kui	kui
pool	puõl
rehi	`rihte
rabama	rabattud
olema	oli
siis	siis
andma	`an'tti
põlas	põlast
või	võid
leib	leibä
hommik	umikku
et	et
kõht	kõht
juba	juba
tühi	tühi
kõht	kõht
juba	juba
tühi	tühi
seni	sõniss
kui	kui
pool	puõl
rehi	`rihte
maha	maha
saama	suab
pink	penk
olema	oli
tegema	`tehtüd
sihuke	`siokkõõ
kaks	kahe
jalg	jalaga
püsti	`püstü
inimene	inime
ise	ise
juures	`juurõs
ning	ning
andma	annab
ikka	`ikka
ülalt	ülält
alla	`alla
kohe	kohe
vihk	vihulõ
vihk	vihk
peo	pios
ning	ning
vana	vanõmad
vana	vanõmad
inimene	inimest
pere+mees	pere+mes
pere+naine	pere+naõsõga
ikka	`ikkaa
rabama	rabamõs
ning	ning
noor	nuõrõmad
ning	ning
kehv	kehvemäd
jälle	`jälle
olema	olid
rehi	rihal
vihk	`vihka
valmis	`val'mis
tegema	tegemäs
ning	ning
vart	`vartta
lööma	`lüörmäs
ning	ning
vart	`vartta
lööma	`lüödi
panema	`pan'dii
laiali	laijalõ
este	`õstõ
siin	sii
vihk	vihud
põrand	paranda
peale	`piäle
siis	siss
lööma	`lüödi
sihuke	`siokkõstõ
suur	surdõ
nui	nuijõga
ikka	`ikka
ülalt	ülält
alla	`alla
kohe	kohõ
ümber+kaudu	`ümber+gaodu
siis	s
tegema	`tehti
vihk	vihud
ning	ning
siduma	`siotti
side	sjõdõmõ
peale	`piäle
ning	ning
ajama	`aõtti
üles	üles
laudi	laadilõ
muu	muud
keegi	kedägi
tegema	tehä
es	ss
suvi+vili	sui+vil'ja
rehi	`rihte
jälle	`jälle
tallama	tallatti
hobune	`oostõga
jaa	jaa
pars	parsilõ
panema	`pan'di
kuivama	`kuima
ning	ning
siis	siis
ajama	`aõtti
rehi	rihalt
e	e
tuba	tuast
maha	maha
rehi	rihalõ
hobune	obosõd
otsa	`otsa
vahest	vahest
olema	olimõ
kimpus	`kjõmppus
ka	kua
hobune	obosõd
tahtma	taha
käima	`käüwä
mitte	mtte
vahel	vahel
hobune	obo
kuri	kuri
ning	ning
käima	käü
mitte	`mitte
ning	ning
kimpus	`kjõmppus
saama	sai
vahel	vahel
küll	küll
ka	kua
olema	`olla
kui	kuij
olema	ond
hea	iäd
hobune	obosõd
siis	siis
hea	iä
ka	kua
kaks	kahe
kaks	kaks
hobune	oost
ikka	`ikka
e	e
pahmas	pahmast
tallama	tallamas
oder	odra
oder	`otra
kaks	kaaks
teine	teene
ajama	aas
hobune	oost
hobune	obosi
ümber+kaudu	`ümber+gaodu
ning	ning
teine	teene
pidama	piab
sitt	sjõttu
valvama	`valvama
kui	ku
hobune	obo
sittuma	sõttub
sittuma	sjõttub
siis	siis
korv	korviga
jälle	`jälle
ruttu	`ruttu
ära	ää
korjama	`korjama
et	et
mitte	`mitte
rehi	`rihte
märg	märjäss
tegema	tehä
jah	jaahh
seal	siäl
pidama	pidi
ikka	`ikka
siis	sis
kaks	kaks
olema	olõma
jah	jaahh
üks	üks
olema	oli
ajaja	`aaja
päitsed	`päitsed
pea	piäs
ning	ning
ohelik	ohelingud
peo	pios
jah	jahh
ning	ning
siis	siis
olema	oli
hobune	obo
olema	oli
ei	õij
olema	olõ
ots	otsad
olema	olid
inimene	inimese
peo	pios
kokku	kogo
siduma	`siottud
ohelik	oheling
pael	pael
siis	siis
käima	käösid
ümber+kaudu	`ümber+gaodu
inimene	inime
ise	ise
kesk+paik	kesk+`paikkas
püsti	`püstü
ning	ning
hobune	obosõd
jooksma	`juõsvad
ikka	`ikka
ümber+kaudu	`ümber+gaodu
ei	ei
jääma	jäe
vahel	vahel
viima	viijässe
teine	teist
külg	`külge
pidi	pidi
vahel	vahel
viima	viijässe
sinna+poole	sjõnna+ppuõlõ
vahel	vahel
siia+poole	siija+ppuõlõ
kesk+paik	kesk+paõgast
käima	käüb
ikka	`ikka
vahel	vahel
ring	rink
läbi	läbi
ka	kua
mõni	mõnõss
pisikene	pisiksemäd
tiir	tiirud
vahel	vahel
suur	suurõmad
tiir	tiirud
kõik	kõik
tegema	`tehti
valmis	`val'mis
siis	siis
võtma	`võetti
e	e
agan	aganad
vahest	vahest
ära	ää
kõlgas	`kõlkkad
ning	ning
hang	`angõga
pöörama	`püertti
jälle	`jälle
siis	siis
siis	siis
kargama	`kargasid
kõik	kõik
hool	uolõga
sinna	`sjõnna
pahmas	pahmast
korjama	`korjama
mitu	mjõttu
inimene	inimest
neli	neli
inimene	inimest
siis	siis
e	e
kui	kui
põhk	põhk
pealt	piält
käsi	käde
saama	`suadi
siis	siis
hang	angud
käsi	käde
ning	ning
pöörama	`püertti
siuhti	`sjõuhti
ümber	`ümber
jälle	`jälle
ning	ning
jälle	`jälle
hobune	obosõd
peale	`piäle
seni	sõni
kui	kui
rehi	rihe
otsas	`otsas
olema	oli
pool	puol
päev	`päävä
ikka	`ikka
pool	puol
päev	`pääva
olema	oli
see	selle
jaoks	jaos
saama	sua
rutemini	ruttõmini
ühti	`ühti
meie	meil
minema	läks
kaks	kaks
meie	meil
olema	oli
pisikene	pisikke
rukis	rugi
minema	läks
kolm	kolm
ning	ning
oder	`otra
kaks	kaks
neli	neli
meie	mede
siin	sii
Pulli	Pul'lil
minema	lähäb
viis	viis
koorem	`kuõrmat
nõnda	nda
suur	suur
tuba	tuba
üks+kord	ühe+gorra
mina	mia
minema	läksi
vana	vana
Sitnä	Sitmä
Mihkel	`Mihkli
juurde	juurõ
et	ett
e	e
tulema	tulga
nüüd	nd
mina	mjõnd
abi	abi
rabama	rabama
mina	mia
olema	oli
juba	juba
siis	siis
üksi	üksi
vana	vana
olema	oli
veski	`veskes
ning	ning
e	e
kaks	kaks
maa	mua-
mere+mõõtja	mere+`mõõttaead
olema	olid
ka	kua
seal	siäl
veski	`veskes
Mihkel	`Mihkel
ütlema	`ütles
et	et
tema	tämä
ei	ei
tulema	`tulla
meie	meil
olema	olla
naa	naa
suur	suur
rehi	rihe
mina	mia
ütlema	`ütlesi
et	et
olema	põlõ
mitte	mtte
suur	suur
meie	meil
see+kord	selle+gorra
üsna	üsä
pisikene	pisikke
rehi	rihe
natuke	nattukkõ
olema	onn
muidu	muedu
ülal	üläl
ning	ning
e	e
mere+mõõtja	mere+`mõõttaead
ütlema	`ütlesid
et	ett
meie	meije
tulema	tulõmõ
mina	mia
ütlema	`ütlesi
tulema	tulgõ
mina	mia
minema	läksi
sealt	siält
koju	koo
ning	ning
mina	mia
mõtlema	`mõtlõsi
et	et
tulema	tulõ
ikka	kka
nemad	nad
ühti	`ühti
mina	mia
kord	korda
mõtlema+ki	`mõtlõski
ega	egä
siis	siis
e	e
mina	mia
magama	maga
alles	allõs
hommik	umikku
säng	`sängüs
üks	üks
hüüdma	üijäb
õu	`õuwõs
tere	tere
hommik	omikkud
sihukene	`sioksõ
kile	kjõlõda
hääl	iälegä
mina	mio
kohas	`kohtas
sedasi	sedäsi
et	et
katsuma	`katsi
et	et
säng	sängüst
välja	`vällä
saama	sai
siis	siis
e	e
tulema	tulid
juba	juba
rabama	rabama
mina	mia
uskuma	usu
es+ki	ski
et	et
tulema	tulid
rabama	rabasid
siis	siis
meie	mede
rehi	rihe
maha	maha
mina	mia
olema	oli
üksi	üksi
siis	siis
mina	mia
jooksma	`juõsi
vana	vanaa
Tooma	`Tuõma
Lundi	Lun'di
Ann	Annõ
juurde	`juurõ
et	et
tulema	tulõ
nüüd	nd
ka	kua
seltsi	`sel'tsi
mina	mia
tohtima+ki	tohõgi
üksi	üksi
mais+maa	maõsõ+ma
mees	mestegä
rehi	rihe
kallal	kallal
olema	`olla
vana	vana
Lundi	Lun'di
Ann	Ann
tulema	tuli
siis	siis
ka	kua
rehi	rihalõ
e	e
need	neid
vihk	`vihka
sugu+võsa	sugu+võsa
kõik	kõik
olema	ond
välja+maa	väl'jä+mal
jälle	`jälle
rändama	`rändäväd
ammu	`ammu
ammu	`ammu
aeg	`aõga
juba	juba
tädi	tädid
ning	ning
või	või
onu	onid
ning	ning
oni	oni
laps	lapsõd
olema	olid
e	e
seal	sääl
Austraalia	`Austraaljas
olema	oli
kaks+teist	kaks+teist
laps	last
onu	onil
nii	ni
nemad	nendel
ise	ise
pere+kond	peregonnad
kõik	kõik
vaatama	vatta
kui	kui
suur	suur
sugu+võsa	sugu+võsa
meie	`meittel
olema	ond
laiali	laijal
kõik	`kõikkiss
siis	sis
e	e
vend	vennäd
olema	olid
Ameerika	Amierikkuss
üks	üks
vend	vend
surema	suri
Ameerika	Aamierikku
see	sie
minema	läks
ka	kua
siit	siit
nii	nii
teenistus	tienistusõ
mõte	`mõttõss
kodunt	kodont
lahkuma	`lahkuss
ning	ning
Tallinn	Talinast
need	nied
e	e
onu+tütar	oni+`dütred
kirjutama	kirjuttasid
sinna	`sjõnna
et	et
seal	siäl
pidama	pidi
paradiis	paradiis
olema	olõma
ning	ning
see	sell
aeg	all
siis	siis
kui	kui
vend	vend
sinnani	`sjõnnani
jõudma	`jõudis
kroonu	kroonost
sinna	sjõnna
minema	läks
siis	siis
ütlema	`ütles
et	ett
paradiis	`paradiisi
ei	ei
leidma	leija
kus	kuss
e	e
olema	olõd
kus	kuss
ise	ennäst
ei	ei
olema	ole
seal	siäl
olema	ond
paradiis	`paradiis
siis	siis
tema	ta
tikkuma	`tikkus
siia	`siija
tagasi	tagasi
tulema+ki	tuligi
vasta	`vasta
ennema	ennemä
olema	oli
ilus	ilus
ilm	ilm
teine	teese
päev	päävä
see	selle
päev	päävä
olema	oli
kuluma	kulun
seal	säll
e	e
ülal	üläl
Pootsi	`Puõtsis
e	e
sugulane	sugulastõ
juures	juurõss
ei	ei
tulema	tuln
rand	`randa
ja	ja
teine	teese
päev	päävä
torm	torm
tõusma	`tõusis
kui	kui
isa	isä
vastu	`vasta
minema	läksid
isa	isä
tütre+mees	`tütre+mihegä
minema	läksid
siit	siit
vastu	`vasta
siis	sis
siia	siija
Manija	Manija
laid	`laidu
tulema	tuli
isegi	isegi
laskma	lasõ
es	ss
mitte	em
maa	mua
peal	piäl
jalg	`jalgu
all	all
olema	`olla
inimene	inimestel
see	selle
õhtu	`õhta
olema	oli
kole	kolõ
torm	torm
siis	sis
olema	olid
siia	`siija
läbi	läbi
olema	on
siia	siija
Kihnu	Kihnu
alla	`alla
siit	siit
uuesti	uijõst
olema	oli
ära	ärä
viima	viin
siis	siis
olema	olid
seal	siäl
uppuma	`uppun
aga	aga
need	neid
e	e
need	nende
keha	kihäd
leidma	`leütti
suvi	sui
tütre+mees	`tütre+mehe
viima	viis
Liu	`Liugu
isa	isä
viima	viiss
Tõsta+maa	`Tõsta+malõ
vend	vennä
viima	viiss
mina	ma
mitte	mtte
teadma	tiä
kus	kuss
see	sie
olema	oli
sinna	sjõnna
Läti	Lätti
poole	puolõ
jah	jahh
aga	a
see	se
paistma	`paistis
et	ett
e	e
vend	vend
võitlema	`voitles
paat	puadiga
olema	olid
ju	jo
uuri+kett	uuri+gettid
ning	ning
paat	puadi
küljes	`külges
ning	nin
see+pärast	see+bäräst
tema	tä
viima	viis
teine	teist
tee	tied
jah	jahh
jah	jahh
see	sell
aeg	aal
vist	vist
olema+ki	`olngi
veel	viel
mootor	`muotturisi
ja	ja
siis	siis
leidma	`leitti
sealt	siält
ja	ja
siis	siss
Heinaste	Eenästü
surnu+aed	`surnu+`aõda
matma	`maõtti
maha	maha
ema	emä
käima	käüs
tema	tedä
seal	siäl
vaatama	`vuattamas
ka	kua
kui	kui
koju	kodo
tulema	tuli
ütlema	`ütles
et	et
minema	lähme
veel	viel
kord	kord
aga	aga
ei	ei
jõudma	jõudn
nii	nii
kaugele	`kaugõlõ
mina	mia
sinna	`sjõnna
küll	küll
ei	ei
saama	sua
es	ss
ning	ning
nii	nii
palju	paelu
teadma	tiän
mina	ma
sellest	sellest
kui	ku
minema	läksid
ennema	ennemä
olema	oli
sihuke	`siokkõ
asi	asi
et	ett
olema	olid
tark	targad
kes	kiss
ära	ärä
ennustama	ennustasid
meie	`meittele
ennustama	ennustatti
ka	kua
ennema	ennemä
ei	ei
teadma	tiä
mis	mis
asi	as'jast
see	sie
tulema	tulõb
kaart	`kuärtta
pealt	piält
ennustama	ennustatti
meie	meij
olema	olime
noor	nuõrõd
alles	allõs
ning	ning
siis	siis
e	e
käima	käisi
e	e
linn	`ljõnna
üks	ühes
koht	`kohta
kaardi+vaataja	kuardi+`vuattaea
juurde	juurõ
ja	ja
ütlema	`üeldi
et	ett
Raud+vere	Raud+vere
olema	`olla
üks	üks
tark	tark
kaardi+vaataja	kuardi+`vuattaea
kaardi+vaataja	kuardi+`vuattaea
panema	panõb
e	e
kaart	kuardid
välja	`vällä
ütlema	`ütleb
et	ett
et	ett
meie	`meittel
pidama	pidäde
teine	teene
vanem	vanõm
ära	ärä
surema	surõma
mõlemad	mõlõmad
elama	eläsid
siis	siis
jälle	`jälle
laps	lastõl
ning	ning
tütar+laps	tüdär+lastõl
ikka	ikka
ema	emäst
rohkem	`rohkõm
kahju	kahju
kui	kui
isa	isäst
meie	`meittel
jääma	jäi
süda	südäme
et	ett
et	ett
ei	ei
teadma	tiä
kumb	kummas
et	ett
kas	kass
võima	`võittõ
ütlema	`üeldä
kumbas	kummas
vanem	vanõm
surema	surõb
laduma	ladus
uuesti	uijõst
kaart	kuardid
välja	`vällä
ütlema	`ütles
et	ett
e	e
isa	isä
äkildane	äkkildäst
surm	`surma
surema	surõb
kolm	kolmõ
aasta	`aasta
pärast	päräst
täpselt	`täpselt
tulema	tuli
käsi	käde
jääma	jäi
elu	elus
aeg	aas
meel	`miele
see	siee
ütlemine	`ütlemine
mis	mis
tema	tää
ütlema	`ütless
et	ett
selle+pärast	selle+bäräst
et	ett
et	et
need	nied
päev	pääväd
tulema	tulid
täpselt	`täpselt
käsi	käde
ei	eij
ütlema	`ütless
vend	vennä
kohta	`kohta
ei	eij
ütlema	`ütless
vanem	vanõmi
rääkima	`rääkkiss
ega	egä
meie	meij
isegi	isegi
teadma	tiä
mõtlema	mõttõlda
mitte	mtte
et	ett
võima	võiks
olema	`olla
see	sie
asi	asi
õigõ	`õigõ
ometi	omõtt
aga	aga
aga	a
sedäsi	sedäsi
tema	ta
ütlema	`ütless
käsi	käde
tema	tä
tulema	tuli
sea+samuti	sedä+samutte
tema	tä
kaduma	kadus
nagu	nao
tema	ta
ütlema	`ütless
isa	isä
peale	`piäle
tema	ta
ütlema	`ütles
see	sedä
ju	ju
mis	mis
e	e
Ameerika	Amierikkus
elama	eläs
see	sie
vend	vend
ju	juu
tahtma	`tahtis
e	e
mina	mjõnd
küll	küll
sinna	`sjõnna
Ameerika	Amierikku
viima	`viijä
siis	siis
olema	oli
noor	nuõr
alles	allõs
e	e
ütlema	`ütles
et	ett
e	e
tulema	tulõ
tulema	tulõ
e	e
ei	ei
tahtma	taha
minema	`minnä
olema	põlõ
käima	käün
mitte	mtte
ei	ei
tahtma	taha
minema	`minnä
kusagile	kusagi
aga	a
nüüd	nüüd
lõpetama	lõppõttab
siin+samas	sii+samass
see	selle
elu	elu
päev	pääväd
ära	ää
ning	ning
hea	iä
küll	küll
saama	suaga
pärast	päräst
jälle	`jälle
mis	miss
tahes	tahes
kuid	kuid
nüüd	nüüd
viimaks	`viimes
saama	suamõ
hea	iäd
elu	elu
nüüd	nüüd
ju	ju
toetama	`toettassõ
vana	vanu
inimene	inimesi
ning	ning
e	e
ning	nink
kui	kui
ütlema	`üeldässe
kui	kui
täis	täüs
kommunist	kommunist
välja	vällä
tulema	tulõb
siis	siis
olema	põlõ
enam	enäm
e	e
inimene	inimesel
loom	`luõma
ega	egä
keegi+ki	kedädgi
siis	siis
ju	ju
olema	põlõ
vana	vana
inimene	inimesel
enam	enäm
tegema	tehä
keegi	kedäd
ega	egä
praegu+ki	`praõgugi
sundima	sun'ni
vana	vana
inimene	inimest
keegi	`kiegi
välja	`vällä
kui	kui
ise	ise
tahtma	tahad
siis	siis
minema	lähäd
ning	ning
ütlema	`ütlegä
inimene	inimesed
mis	miss
tahes	tahes
aga	aga
ise	ise
minema	lähäd
ikka+gi	`ikkagi
kui	kui
vähe	vähä
saama	suab
aga	aga
kui	kui
saama	sua
mitte	mttõ
siis	siss
olema	põlõ
kohtu+mõistmine	`kohto+`mõistmist
keegi	kedäd
aga	aga
kui	kui
noor	nuõr
inimene	inimene
koju	koo
jääma	jääb
see	sie
olema	põlõ
õigõ	`õigõ
mitte	mttõ
jahh	jahh
nüüd	nüüd
nüüd	nüüd
enam	enäm
nõnda	ndaa
palju	paõlu
Kihnu	Kihnu
olema	ond
ju	ju
terve	`terven
need	nendest
taga	taga
kõik	`kõikkõst
mis	miss
meie	mei
kuulma	kuulõmõ
mis	miss
raadio	`raadijud
rääkima	`riäkväd
selle+pärast	selle+bäräst
et	ett
kas	kass
olema	ond
ameti+mees	amõtti+mieste
viga	viga
kes	kiss
ees+otsas	ies+`otsas
olema	onn
meie	meije
arvama	`arvamõ
see	sedä
nemad	nendel
tulema	tulõb
oma	oma
moodi	`muõdi
