kosjas	kosjas
pea	`piaga
vajutama	`vaottasid
ja	ja
ja	ja
kõige	kõige
suur	suurem
abi	abi
olema	oli
siin	sii
pärast	pärast
veel	veel
pudel	pudel
viin	`viina
kui	kui
uss	us's
hammustama	ammustas
siia	`siija
siis	s
pudel	pudel
viin	`viina
olema	oli
ära	ära
vaja	vaja
jooma	`juuwa
ja	ja
see	see
olema	oli
nigu	nigu
vesi	vesi
ee	ee
mina	mina
ei	i
olema	ole
küll	küll
aga	aga
see	seda
maitsma	`maitsta
saama	saand
aga	aga
nii	nii
kui	kui
vesi	vesi
jooma	joond
aru	aru
ei	ei
olema	ole
saama	saand
et	et
viin	viin
olema	ond
jah	jah
ja	ja
ei	ei
ajama	aeand
pea	pähä
ega	ega
keegi	kedagi
need	neid
olema	oli
küll	küll
kes	kiss
naine	naesed
jooma	jõid
terve	`terve
pudel	pudeli
viin	`viina
ära	ära
keegi	kedagi
häda	äda
ei	ei
olema	ond
jah	jahh
see	see
olema	oli
see	see
väga	väga
hea	ia
rohi	rohi
ei	ei
no	no
vesi	vesi
pea	pähä
ei	ei
hakkama	`akka
kas	kas
see	see
ussi+mürk	ussi+mürk
seal	seal
vastu	`vasta
või	või
siis	s
olema	oli
nii	nii
kange	`kange
et	et
see	see
pea	pähä
ei	ei
hakkama	akkand
jah	jah
mh	mh
enne	enne
meie	meil
olema	oli
siil	`siilusid
siin	sii
väga	väga
palju	paelu
e	e
need	need
olema	olid
väga	väga
hea	iad
ee	ee
uss	ussi
hävitaja	äävittajad
teadma	tiad
mis	miss
siil	siil
olema	onn
no+jah	no+jahh
jah	jahh
okkaline	`okkalene
jah	jah
need	need
käima	köesid
siin	sii
ja	ja
need	neid
olema	oli
nii	nii
palju	paelu
ja	ja
need	ned
olema	olid
kange	`kange
siil	`siilusid
ja	ja
konn	`kondasid
murdma	`murdma
et	et
jah	jah
kui	kui
tema	ta
üks	`ühte
siil	`siilu
nägema	nägi
kohe	kohe
võtma	`võttis
kinni	`kinni
ja	ja
sööma	sõi
ära	ära
need	need
hävitama	äävittast
siil	`siilusid
väga	väga
palju	paelu
aga	aga
aga	aga
nüüd	nüid
need	neid
siil	`siilu
enam	änam
väga	väga
palju	paelu
koer	koerad
siin	sii
murdma	`murtsid
ja	ja
hävitama	äävittasid
need	neid
väga	väga
palju	paelu
ära	ära
väga	väga
harva	`arva
veel	veel
kui	kui
sina	sa
siil	`siilu
nägema	näed
ja	jaa
need	need
olema	on
enamasti	änamaste
ikka	`ikke
meie	mee
kui	kui
meie	me
tooma	tõime
õu	`õuwedesse
ja	jaa
siis	siiss
ei	ei
olema	ond
uss	`us'sa
kartma	`kartta
jah	jah
ja	ja
siil	siil
olema	on
juba	juba
neoke	`neokke
elajas	elaeas
mm	mm
kui	kui
sina	sa
tema	täma
tuba	`tuppa
tooma	tood
tema	täma
õppima	õppib
sina	suuga
nii	nii
hool	`oolega
ära	ära
nii+kui	`niigu
inimene	inimese
laps	laps
punkt	punkt
kella+aeg	kella+`aegas
kui	kui
lehm	lehmad
lüpsma	lüpsettud
ja	ja
sättima	`säettud
olema	on
andma	anna
tema	taale
rõõsk	`rõõska
piim	`piima
tulema	tuleb
jälle	jälle
täpne	`täpne
kella+aeg	kella+aeg
tulema	tuleb
lakkuma	lakkub
kõht	kõhu
täis	täis
ja	ja
minema	lääb
ilusti	iluste
magama	magama
aga	aga
õhtul	`õhta
öösel	`öösi
siis	sis
tema	ta
käima	köib
mööda	mööda
tuba	tuba
aga	aga
päeval	`päeva
tema	ta
magama	magab
jah	jahh
jah	jahh
olema	onn
jah	jah
hunt	`un'tta
olema	oli
ka	koa
siis	sis
seal	seal
e	e
mina	minu
kui	kui
mina	maa
mina	mina
poisi+kene	poisikke
olema	oli
siis	siis
olema	oli
need	neid
küll	küll
aga	aga
a	a
kui	ku
mina	ma
siis	sis
juba	juba
mees	mees
olema	olin
siis	siss
ei	ei
olema	ond
enam	änam
palju	paelu
hunt	`un'tta
olema	oli
ju	juu
enne	enne
nii	nii
palju	paelu
et	et
aga	aga
siis	siiss
tohtima	toht
ju	juu
jälle	jälle
s	s
samane	samane
e	e
loom	`looma
üksi	üksi
mets	`metsa
saatma	`saatta
ikka	ikke
pidama	pidi
juures	`juures
olema	olema
lammas	`lambad
ja	ja
kõik	kõik
tema	tä
tulema	tuli
võtma	`võttis
kari	karjast
ka	koa
lammas	`lamba
ära	ära
jah	jahh
mina	muu
õõ	õõ
naine	naese
e	e
isa	isa
rääkima	`rääkkis
tema	ta
olema	olnd
kari	`karjas
ja	ja
tulema	`tulnd
lammas	`lamba
õõ	õõ
kari	`karja
sekka	`sekka
ja	ja
tõmbama	tõmmand
üks	ühü
kinni	`kinni
ja	ja
tema	tää
viskama	`viskab
kohe	kohe
siis	sis
e	e
sedasi	seasi
turi	turjale
ja	ja
minema	lähäb
jah	jah
aga	aga
puu+raiuja	puu+`raijujad
olema	olnd
seal	seal
ees	ees
mets	`metsas
need	need
hakkama	akkand
karjuma	karima
ja	ja
siis	siss
e	e
laskma	last
lammas	`lamba
lahti	`lahti
ja	ja
lammas	lammas
tulema	tuli
kohe	kohe
e	e
jälle	jälle
see+samane	see+samane
jooksma	`joosis
kari	karja
sekka	`sekka
jah	jahh
ja	ja
nüüd	nüid
jälle	`jälle
kui	kui
e	e
nüüd	nüid
nüüd	nüid
palju	paelu
hunt	`un'tta
olema	oli
siis	sis
üks	üks
pere+mees	pere+mes
rääkima	`rääkkis
mina	muule
siin+samas	sii+samas
lähedal	lähedal
tema	täma
olema	ond
kodus	kodu
lammas	`lambus
seal	siell
lammas	`lambad
olema	ond
põld	põllal
jah	jahh
ja	ja
hunt	un't
tulema	tund
seal	seall
lammas	lammaste
seast	siast
just	just
läbi	läbi
jah	jahh
ja	ja
tema	tall
olema	ond
üks	üks
noh	nohh
no	no
paras	paras
tall	tall
ikka	ikke
ee	ee
olema	ond
vile	vile
jooksma	`joosma
juba	juba
ja	ja
jooksma	`joosnd
sealt	sealt
läbi	läbi
ja	ja
võtma	`võtnd
tall	talle
ise	enese
taha	taha
ja	ja
nuusutama	nuusuttand
need	neid
lammas	`lambud
seal	seal
ja	ja
minema	`läind
hunt	un't
ees	ees
ja	ja
tall	tall
taga	`takka
järele	järele
ja	ja
pere+mees	pere+mes
ütlema	üts
küll	küll
mina	maj
jooksma	`joosin
kohe	kohe
aga	aga
mina	mina
nii	nii
vile	vile
ei	ei
olema	ole
ja	ja
saama	sai
mets	`metsa
ja	ja
viima	viis
tall	talle
ära	ära
sedasi	seasi
et	et
ilma	ilma
et	et
tema	ta
kinni	`kinni
ei	i
hakkama	akkand
see	see
olema	on
kindel	`kindel
tõsi	tõsi
ja	ja
see	seda
mina	ma
olema	olen
enne	`enne
käest	käest
teine	teiste
käest	käest
kuulma	`kuulnd
kuidas	kud
hunt	un't
minema	lähäb
kui	ku
tema	tä
keegi	kedagi
nuusutama	nuusuttab
neoks	neoks
lammas	lammas
jälle	jälle
hakkama	`akkab
tema	tälle
järele	järele
ja	ja
minema	lähäb
ja	ja
pere+mees	pere+mes
rääkima	`rääkkis
küll	küll
mina	maa
jooksma	joosi
seal	seal
karjuma	karisin
ka	koa
ja	ja
hunt	`un'tti
hurjutama	urjutsi
siis	sis
hunt	un't
ka	koa
tähele	tähele
ei	ei
panema	pann
ja	ja
hunt	un't
nii	nii
valjusti	valjusti
ka	koa
ei	ei
minema	läind
et	et
tema	taa
olema	oless
e	e
tall	talle
maha	maha
jätma	jätnd
nii	nii
parajalt	paraeatte
minema	läks
et	et
tall	talle
ees	ees
ja	ja
tall	tall
taga	`takka
järele	järele
ja	ja
jah	jahh
ja	ja
viima	viis
tall	talle
ära	ära
sedasi	sedasi
siin	sii
olema	oli
hunt	`un'tta
palju	paelu
nüüd	nüid
see	sell
aeg	aeal
viimane	`viimsel
aeg	aeal
need	neid
väga	väga
palju	paelu
olema	oli
jah	jahh
jah	jahh
olema	oli
küll	küll
enne	enne
olema	olid
ja	ja
iga	igas
pere	peres
olema	olid
kukk	kukked
jah	jah
iga	igas
pere	peres
olema	olid
kukk	kukked
kui	kui
kukk	kukk
laulma	`laulis
siis	sis
olema	oli
üles	ülessi
tikkumine	`tikkumene
jah	jahh
see	see
olema	oli
kas	kas
kell	kella
kaks	kahe
aegu	`aegas
või	või
kukk	kukkel
olema	on
sättima	`säettud
aeg	aead
millal	millas
tema	tä
laulma	laulab
täpselt	`täpselt
jah	jahh
ja	ja
üks	ühüs
koht	kohas
pere	peres
olema	olid
jälle	jälle
kaks	kaks
teenija	`teenijad
tüdruk	tüdrukkud
olema	olnd
ja	jaa
kukk	kukk
laulma	`laulnd
ja	ja
noh	nohh
kana	kanad
siis	sis
pere+naine	pere+naene
ajama	aeand
need	ned
tüdruk	tüdrukkud
vara	vara
üles	ülessi
jah	jah
tüdruk	tüdrukkud
mõtlema	mõtteld
tapma	tappame
kukk	kukke
ära	ära
ja	ja
tapma	tapnd
kukk	kukke
ära	ära
veel	veel
asi	asi
minema	läind
hull	ullemas
pere+naine	pere+naesel
olema	põle
kukk	`kukke
olema	ond
ajama	aeand
veel	veel
varem	varemini
üles	ülessi
nii	niij
et	et
see	sest
siis	sis
kasu	kasu
keegi	kedagi
saama	saand
aga	aga
kukk	kukk
olema	oli
küll	küll
jah	jah
laulu+mees	laulu+mees
jah	jahh
no	no
need	neid
olema	on
mitu	`metmed
sort	`sortti
mõni	mõni
laulma	laulab
vali	valju
hääl	äälega
ja	ja
teine	teene
mis	miss
see	sii
pisike	`pisse
hääl	äälega
naa	naa
kuidas	kudas
keegi	`keegi
laulma	laulab
naa	naa
kuidas	kudas
keegi	kellegil
laulu+hääl	laulu+ääl
olema	onn
mõni	mõni
laulma	laulab
valjusti	valjusti
ja	ja
teine	teine
tasa	`tassa
ja	ja
jah	jah
a	a
loom	`loomadest
panema	panid
palju	paelu
enne	enne
tähele	tähele
siis	siis
loom	loomad
olema	olid
ju	juu
ka	koa
ilm	ilma
ette	`ette
kuulutaja	kuuluttaead
üsna	üsna
kui	kui
ee	ee
kurg	kured
jälle	jälle
mm	mm
kõrgel	`kõrgest
sügisel	sügisi
lendama	`lindast
siis	sis
tulema	tuli
sügav	sügab
talv	talbe
kui	kui
nemad	nad
madalal	madalast
lendama	`lindast
siis	sis
tulema	tuli
madal	madal
talv	talbe
jah	jah
ja	ja
kui	kui
ee	ee
kevadel	kevadi
ja	ja
sulama	sulama
hakkama	`akkas
e	e
kui	kui
keegi	`keegi
tahtma	`tahtis
välja	`väl'la
minema	`minna
ee	ee
vares	varest
jälle	`jälle
õpetama	õppettast
ilm	`ilma
kui	kui
vares	varese
õõ	õõ
jälle	jälle
õhtul	`õhta
hilja	il'la
õõ	õõ
üles	üles
kõrges	`kõrges
puu	puu
latv	`latla
lendama	`lindas
kui	kui
sula	sula
olema	oli
siis	siis
pere+mees	pere+mees
ütlema	`ütles
homme	oome
olema	on
külm	`kül'ma
ja	ja
olema+ki	oligi
hommikul	omingu
külmetama	külmettas
ja	ja
siis	siis
olema	oli
hea	ia
välja	`väl'la
minema	`minna
neoke	neokst
lind	`lindudest
nemad	näd
võtma	`võtsid
palju	paelu
märk	`märkki
jah	jahh
jah	jahh
sipelgas	sippelgad
ennustama	ennustast
küll	küll
meie	meil
olema	oli
üks	üks
jah	jahh
ja	ja
sipelgas	sippelgad
tulema	tulavad
siis	sis
noh	nohh
kui	kui
need	ned
elama	elavad
siin	sii
kuskil	`kuskil
siin	sii
maja	maea
vundament	kundamenditte
all	all
ja	ja
aga	aga
enne	enne
kui	kui
need	need
välja	`väl'la
tulema	tulavad
siia	siija
aken	akkende
peale	piale
käima	köevad
siis	siiss
olema	on
selge	`selge
tunde+märk	`tunde+märk
kas	kass
teine	teise
või	või
kolmas	kolmanda
päev	pääba
vihm	`vihma
hakkama	`akkab
sadama	sadama
jah	jahh
selge	`sel'ge
tunde+märk	`tunde+märk
ja	ja
sipelgas	sippelgal
olema	on
väga	väga
hea	ia
silma+rohi	silma+rohi
e	e
kui	kui
sina	sa
jälle	`jälle
see+samane	see+samane
e	e
silm	silmad
haige	`aiged
olema	on
nii	nii
õ	õ
punane	punased
ja	ja
neoke	neokst
kislik	`kislikkud
ja	ja
sügelema	sügelevad
e	e
siis	siss
minema	mine
sipelga+pesa	sippelga+pesa
juurde	`juure
ja	ja
õõ	õõ
panema	pane
see	see
nägu	nägu
nii	nii
sipelga+pesa	sippelga+pesa
vastu	`vastu
et	et
need	ned
ee	ee
peale	`piale
hüppama	üppatta
ei	ei
saama	saa
ja	ja
võtma	võtta
ork	or'k
kätte	`kätte
ja	ja
ja	ja
segama	sega
need	neid
sipelgas	sippelgud
ja	ja
siis	siis
kusema	kusevad
vaatama	`vaatta
sipelgas	sippelgas
ju	ju
kusema	kuseb
kohe	kohe
kui	kue
tema	ta
sina	suule
peale	`piale
tulema	tuleb
kui	kue
tema	ta
hammustama	ammustab
ikka	`ikke
kusema	kuseb
ja	ja
see	seda
kusi	kust
silm	`silmi
siis	sis
olema	on
nii	nii
hea	ia
aga	aga
see	se
olema	on
nii	nii
valus	valus
ja	ja
ja	ja
olema	on
hea	ia
rohi	rohi
ee	ee
need	need
olema	on
need	need
suur	suured
pesa+sipelgas	pesa+sippelgad
mets	`metsas
suur	suured
pesa	pesad
e	e
mina	mina
need	neid
olema	oo
mitu	`metmed
sort	`sortti
üks	ühüd
olema	oo
karu+sipelgas	karu+sippelgad
need	ned
karu+sipelgas	karu+sippelgad
olema	oo
palju	paelu
suur	suuremad
need	need
ei	eij
olema	ole
aga	aga
need	need
keskmine	`kesmist
mina	mina
ei	i
teadma	tia
kuidas	kuda
nemad	nende
nimi	nimed
olema	onn
e	e
punane	punased
üks	üks
sort	sort
need	need
olema	on
väga	väga
kibe	kibedad
kui	kui
need	need
hammustama	ammustab
need	need
sügelema	sügeleb
aga	aga
teine	teist
sort	`sortti
jälle	`jälle
need	ned
ei	ei
olema	ole
punane	punased
neoke	neokst
pruunikas	pruunikkad
neoke	neokst
keskmine	`kesmest
sipelgas	sippelgad
need	nendel
olema	on
väga	väga
suur	suured
pesa	pesad
seoke	seokst
naa	naa
kõrge	`kõrged
jah	jahh
nemad	nende
jah	jahh
nemad	nende
see	see
jah	jahh
ja	ja
üks	üks
mees	mees
rääkima	`rääkkis
tema	tämal
olema	oln
kange	`kange
ee	ee
reuma	räuma
või	või
ee	ee
jooksva	`joosja
tema	täma
võtma	`võtnd
ise	enese
alasti	alasti
ja	ja
minema	läind
sipelga+pesa	sippelga+pesasse
magama	magama
tund	tun'd
aeg	`aega
olema	ond
seal	seal
jah	jahh
olema	ond
seal	seal
ja	ja
ütlema	`ütles
nii	nii
hea	ia
olema	oli
et	et
olema	ond
hea	ia
jah	jahh
no	no
ütlema	`ütle
et	et
mis	miss
no	noo
olema+ki	`ondki
kibe	kibe
vat	vat
see	see
mees	mees
kannatama	kannattab
ju	ju
välja	`väl'la
jah	jahh
jah	jahh
ütlema	üts
olema	oli
seal	seal
ja	ja
aitama	`aittas
küll	küll
jah	jah
võtma	võtnd
alasti	alasti
kõik	kõik
olema	ond
seal	seal
ja	jaa
pea	pia
tund	tun'd
tund	tun'd
aeg	`aega
olema	ond
seal	seal
püherdama	pühürnd
pesa	pesa
sees	sees
jah	jahh
ja	ja
meie	mee
enne	enne
vahel	vahel
kui	kui
nägema	näed
nii	ni
tahtma	`tahtsime
et	et
sipelga+pesa	sippelga+pesa
ära	ära
kaduma	kaub
siis	sis
püüdma	`püitsime
uss	ussid
kinni	`kinni
ja	ja
panema	panime
uss	ussi
sipelga+pesa	sippelga+pesasse
jah	jahh
panema	panime
saba	saba
pidi	ppidi
lõks	lõksu
vahele	vahele
ja	ja
panema	panim
sinna	sinna
pesa	pesasse
ja	ja
sipelga+pesa	sippelga+pesa
kaduma	kadus
kohe	kohe
ära	ära
kaduma	kadus
ei	ei
sallima	`sallind
see	seda
aga	aga
need	ned
närima	närist
uss	ussi
küll	küll
ära	ära
ja	ja
uss	us's
esimene	esimese
valu	valuga
mõni	mõni
seoke	seokst
kuri	kurjad
et	et
närima	närisid
küll	küll
ja	ja
neelama	`neelis
alla	`alla
ja	ja
aga	aga
no	no
kus	kus
sina	sa
olema	oli
lõks	lõksuga
kinni	`kinni
ei	ei
saama	saand
ja	ja
ja	ja
sipelga+pesa	sippelga+pesa
kaduma	kadus
ära	ära
jah	jahh
see	seda
meie	me
tegema	tegime
ikka	`ikke
kui	kui
suur	suurd
sipelga+pesa	sippelga+pesasid
palju	paelu
ja	ja
siis	siis
panema	panime
uss	ussi
sisse	`sisse
kui	ku
meie	me
laps	lapsed
kari	`karjas
olema	olime
kui	ku
mina	ma
kari	`karjas
käima	köisin
meie	mee
ju	juu
enne	enne
ju	juu
kui	kui
seoke	`seokke
vähe	vähä
hakkama	`akkast
jõmpsima	`jõmpsima
ajama	`aetti
kohe	kohe
kari	`karja
jah	jahh
veis	`veised
sügisel	sügisi
olema	oo
ju	ju
nii	nii
kimpus	`kimppus
et	et
üks+kord	ühü+gorra
mina	muul
seisma	seesab
meel	`meeles
veel	veel
e	e
panema	panime
isa	isa
tapma	`tappis
üks	ühe
mullikas	mullikka
ära	ää
ja	ja
siis	siiss
e	e
poiss	poisid
olema	oo
vallatu	vallattumad
ja	ja
koer	koerad
võtma	`võtsime
mullikas	mullikka
muna	munad
ja	ja
värskelt	`värskelt
ja	ja
panema	panime
veis	`veise
kael	`kaela
jah	jahh
minema	läksime
kari	`karja
oh	ohh
sina	sa
taevas	`ttaeva
aeg	aeg
ei	ei
siis	siis
sina	sa
enam	änam
veis	`veisid
nägema	näind
üks	üks
ees	ees
teine	teene
taga	taga
see	se
värske	`värske
hais	ais
kui	ku
nemad	nad
minema	läksid
küll	küll
meie	mee
kimpus	`kimppus
olema	olime
enne	`enne
kui	kue
meie	me
mullikas	mullikkad
kätte	`kätte
saama	saeme
jah	jahh
laps	laste
asi	asi
vallatlema	vallattavad
ju	juu
jah	jahh
hee	hee
siga	`siadel
olema	olid
meie	`meittel
enne	`enne
olema	olid
siin	sii
neoke	neokst
ee	ee
kolmandis	kolmandesed
või	või
ee	ee
põld	põllu
tükk	tükkid
olema	olid
ikka	`ikke
aed	aead
ees	ees
ajama	`aetti
sinna	`senna
sisse	`sisse
aga	aga
ju	juu
mets	`metsas
kari	`karjas
käima	köesid
kaa	kaa
siga	siad
karja+maa	karja+maal
aga	aga
see	seda
ei	ei
lubama	lubattud
mm	mm
ee	ee
mõni	mõned
käima	köisid
ja	ja
siis	siss
olema	oli
selle+võrd	selle+võrd
meie	meil
öö+vaht	öö+vaht
ka	koa
ja	ja
karja+vaht	karja+vaht
olema	oli
ka	koa
karja+maa	karja+maal
käima	köis
kui	kui
siga	siad
kätte	`kätte
saama	sai
ajama	aeas
välja	`väl'la
trahv	trahv
panema	`pandi
peale	`piale
vaatama	`vaatta
nemad	nämad
tõnguma	`tõngust
ju	juu
kõik	kõik
õ	õ
karja+maa	karja+maa
ümber	`ümmer
see	seda
ei	ei
olema	ond
e	e
siga	siga
aga	aga
siin	sii
mõis	`mõisas
olema	oli
küll	küll
e	e
karja+poiss	karja+boiss
ja	jaa
meie	`meittel
vahel	vahel
olema	olid
viima	viisime
mõis	`mõisa
söömile	söömile
ka	koa
siga	siad
siis	siiss
olema	oli
jälle	jälle
tiinem	`tiinem
rukis	rukkid
see	selle
eest	eest
lõikama	lõegatta
kui	kui
mõis	mõis
suvi	sui
otsa	`otsa
olema	oli
siga	sia
eest	eest
jah	jahh
vana	vanad
vana	vanad
orikas	orikkad
enne	`enne
ju	juu
pidama	`peetti
ikka	ikke
kaks	kahe
kolm	kolme
aastane	`aastast
orikas	orikkad
ja	ja
enne	enne
olema	olid
ju	juu
loom	loomad
palju	paelu
tugev	tugebamad
mina	maa
teadma	tian
kui	kui
mina	mina
poisi+kene	poisikke
olema	olin
ega	ega
siis	siiss
e	e
laut	`lauttas
ei	ei
e	e
söötma	`söötnd
keegi	`keegi
ee	ee
siga	siga
ja	ja
loom	loomad
kõik	kõik
ajama	`aetti
öösel	`öösi
või	või
hommikul	omingu
ja	ja
õhtul	`õhta
kaev	`kaule
jooma	`jooma
tõmbama	tõmmatti
külm	kül'm
vesi	vesi
kaev	kaust
välja	`väl'la
ja	ja
loom	loomad
jooma	jõid
siis	siis
talv	talve
läbi	läbi
olema	oli
nii	nii
külm	kül'm
kui	kui
olema	oli
ja	ja
siga	siad
olema	olid
suvi	sui
läbi	läbi
talv	talve
läbi	läbi
õues	`õuwes
käima	köisid
sööma	`söömas
mold	mollid
olema	olid
seda+viisi	seda+visi
uks	ukse
ees	ees
ja	ja
panema	`pandi
sisse	`sisse
ja	ja
no	no
siis	siis
tegema	`tehti
ikka	`ikke
mm	mm
söök	söök
nüüd	nüid
soe	soeasse
ja	ja
kui	kui
üle	üle
jääma	jäi
mis	miss
ära	ää
külmetama	külmettas
see	see
raiuma	raijutti
jälle	`jälle
e	e
kirves	`kirvega
välja	`väl'la
et	et
mold	mol'd
tühi	tühi
olema	on
tooma	`toodi
tuba	`tuppa
sulatama	sulattatti
ära	ära
viima	`viidi
jälle	`jälle
uuesti	uuwesti
ette	`ette
ei	ei
noh	nohh
nagu	nagu
nüüd	nüid
praegu	paerst
kõik	kõik
no	no
kartma	`kartvad
nagu	nagu
laps+ki	lapsedki
praegu	paerst
nii	nii
õrn	õrnad
ja	ja
kõik	kõik
seda+samuti	seda+samatte
olema	on
e	e
enne+vanasti	enne+vanaste
kõik	kõik
tugev	tugebad
jah	jahh
kui	kui
mina	mina
praegu	paerst
e	e
mm	mm
laskma	laseks
sedasi	sedasi
e	e
need	ned
laps	lapsed
ee	ee
kui	kui
need	ne
üles	ülessi
kasvatama	kasvattada
kui	kui
mina	mina
enne	enne
olema	olin
võnn	võn'n
võnn	võn'n
võnn	võn'n
siis	sis
nemad	nende
kekkima	kekkittud
laps	lapsed
surema	surevad
kohe	kohe
ära	ära
mina	mina
minema	läksin
enne	enne
paljalt	`pal'lalt
õue	`õuwe
lumi	lumega
õõ	õõ
püksid	`püksa
olema	põlnd
jalg	`jalgas
ega	ega
enne	`enne
siis	siis
laps	lastel
olema	põlnd
mitte	`mette
mm	mm
kui	kui
jälle	`jälle
see+samane	se+samane
e	e
sööma+laud	sööma+lauwa
äärde	`ääre
tulema	tulime
suur	suured
poiss	poisid
naa	naa
kõrge	`kõrge
laud	laud
olema	oli
nagu	nagu
see	see
olema	oo
siin	sii
ee	ee
suur	suur
vaang	vaang
olema	oli
keskel	`keskel
puu+lusikas	puu+lusikkad
olema	olid
seal	seal
äär	ääre
peal	pial
naa	naa
kui	ku
sina	sa
istuma	`istud
siis	s
ulatama	ulattad
kätte	`kätte
võtma	`võtta
ikka	`ikke
poiss	poisid
laps	lapsed
olema	olid
kõik	kõik
ümber	`ümmer
laud	lauwa
ilma	ilma
püksid	püksatta
enne	`enne
kui	kui
sina	sa
kool	`kooli
minema	läksid
siis	siis
saama	said
püksid	püksid
jalg	`jalga
panema	paned
aga	aga
mina	maa
kui	kui
see	sell
aeg	aeal
mina	maa
juba	juba
vana	vanem
olema	oli
siis	siiss
ei	ei
olema	ond
enam	änam
naa	naa
aga	aga
enne+vanasti	enne+vanaste
laps	lastel
istumine	`istumist
laud	lauwa
ääres	ääres
olema	põln
mitte	`mette
ja	ja
siis	siiss
e	e
pere+naine	pere+naene
või	või
pere+mees	pere+mes
kes	kis
seal	seal
olema	oli
isa	isa
või	või
ema	ema
õõ	õõ
liha	liha
jagamine	jagamise
aegu	`aegas
olema	oli
siis	s
võtma	`võttis
iga+üks	iga+ühül
pisike	`pisse
jagu	jau
sealt	sealt
ja	ja
panema	pani
iga+üks	iga+ühül
laud	lauwa
peale	piale
ette	`ette
see	see
olema	oo
sina	sinu
jagu	jagu
see	see
olema	on
sina	sinu
iga+üks	iga+ühüle
panema	`pandi
laud	lauwa
peale	piale
ette	`ette
sööma	sõi
see	selle
ära	ära
ja	ja
pidama	pidid
aitäh	aittäh
ka	koa
see	selle
eest	eest
ütlema	`ütlema
ega	ega
siis	siis
muidu	muedu
saama	saan
mitte	`mette
jah	jahh
ei	ei
kus	kus
sina	sa
iga	iga
päev	päe
see	see
olema	oli
nelja+päev	nel'la+bää
ja	ja
püha+päev	püha+ba
saama	sai
liha	liha
jah	jahh
päev	pääbad
olema	oli
jagama	`jaettud
kõik	kõik
kesk+nädal	`kes+nädalas
olema	oli
puder	pudru
ja	ja
mina	minul
olema	põle
meel	`meeles
kuidas	kudas
need	näd
olema	olid
seda+samuti	seda+sammatti
iga	iga
päev	päe
olema	oli
vaja	vaja
jah	jahh
ja	ja
kevadine	kebadist
talv	talvet
ega	ega
siis	siis
saama	saan
ee	ee
ammu	ammu
aeg	aega
enam	änam
liha	liha
olema	põln
mitte	`mette
siis	siiss
olema	oli
kirnu+märg	kirnu+märg
jälle	`jälle
peale	`piale
rüüpama	rüübatta
ja	ja
see	see
jah	jahh
ja	ja
sool+vesi	sool+vett
e	e
need	need
vana	vanad
inimene	inimest
olema	olid
jälle	`jälle
olema	põlnd
keegi	kedagi
võtma	`võtta
minema	läks
teine	teiss
pere	peresse
jälle	`jälle
tooma	tõi
silk	silgu
sool+vesi	sool+vett
ja	ja
pudel	pudeliga
ja	ja
kastma	`kassid
leib	`leiba
sisse	`sisse
siis	sis
sööma	sõi
see	seda
nii	nii
vaene	baest
olema	olid
inimene	inimest
enne	enne
jah	jahh
jah	jahh
kõik	kõik
minema	läks
ju	juu
enne	enne
mõis	`mõisa
tegu	teo
aegu	`aegas
mh	mh
andma	`antti
käsk	käsk
ja	ja
pidama	piab
minema	minema
nädalis	nädalis
otsa	`otsa
minema	läkst
välja	`väl'la
ja	ja
õõ	õõ
Rabara	Rabarast
õõ	õõ
Koonga	`Koonga
mõis	`mõisa
meie	mee
olema	olime
õ	õ
riik	riigi
vald	vald
suur	suur
viis	viis
kuus+teist+kümmend	`kuus+teist+kümme
verst	`versta
võtma	`võttis
leiva+kott	leba+gotti
selg	`sel'ga
hommikul	omingu
minema	läks
hobune	obu
ka	koa
ohelik	ohelikku
pidi	pidi
taga	taga
ja	ja
üks	üks
mees	mees
olema	oli
nii	nii
tugev	tugeb
see	see
olema	oli
mina	minu
isa	isa
isa	isade
neoke	`neokke
viies	`viijes
kuues	`kuijes
isa	isa
või	või
jälle	`jälle
siis	s
samane	samane
All	Al'l
Ants	Ants
olema	oli
tema	tä
nimi	nimi
võtma	võtnd
ee	ee
hommikul	omingu
esmas+päev	esmaspa
hommikul	omingu
äke	äkke
sahk	saha
ja	ja
leiva+kott	leba+gotti
selg	`sel'ga
ja	ja
minema	läks
jala	jala
ja	ja
hobune	obu
ka	koa
ja	ja
nüüd	nüid
tema	tää
minema	läks
Koonga	Koongas
tegu	`teole
olema	oli
nädal	nädal
otsa	`otsa
seal	seal
tegu	teol
seal	seal
olema	olid
terve	`terve
nädal	nädali
nädal	nädal
otsa	`otsa
olema	oli
tegema	tiha
see	see
olema	oli
suur	suur
talu	talu
ader	adra
ja	ja
ja	ja
pool	pool
ader	`atra
olema	oli
enne	enne
olema	oli
ader	adra
ja	ja
pool	pool
ader	`atra
ja	ja
veerand	veerend
ader	`atra
kes	kiss
poole+adra+mees	poole+adra+mes
see	see
olema	oli
ju	ju
see	sellel
olema	oli
nädal	nädali
otsa	`otsa
iga	iga
iga	iga
läbi	läbi
aasta	`aasta
nädal	nädal
otsa	`otsa
tegu	teo
tegu	teol
olema	`olla
jah	jahh
jah	jah
nädal	nädal
otsa	`otsa
kodu	kodu
või	või
kodunt	`kottu
ära	ära
olema	olid
tegu	teol
no	no
ju	juu
tema	ta
kuidagi+moodi	kudagi+`moodi
võtma	`võttis
mina	mina
ei	i
teadma	tia
see	see
