masin	masinad
kilo+meeter	kilu+`meetterd
vahe	vahet
ja	ja
kõige	köige
hea	paremad
märk	märgid
aga	aga
kui	kui
maa+märk	maa+märgid
väga	väga
ligistikku	ligistikku
olema	onn
teine	tene
meri	mere
ääres	`ääres
teine	teene
noh	nohh
noh	nohh
ütlema	`ütleme
pool	poole
kilo+meeter	kilu+`meetre
koht	koha
peal	pial
see	sie
ei	ei
andma	anna
nii	nii
hea	iad
märk	`märkki
välja	`väl'la
kui	kui
vaatama	vaattame
siin	siin
olema	on
ju	ju
loov	luovid
ja	jä
sedasi	sedasi
kohe	kohe
näiteks	`näitteks
vaatama	vatta
olema	on
nemad	näd
nüüd	nüit
siin	siin
siit	siit
meie	me
võima	võeme
sedasi	sedasi
e	e
palju	`pal'lu
eksima	`eksida
aga	aga
vaatama	`vaatta
nüüd	nüid
siin	siin
siis	siiss
see	seda
tema	ta
andma	annab
täpselt	`täpseld
ja	ja
seda+pidi	seda+bidi
nüüd	nüid
teine	teene
märk	märk
ja	ja
teine	teene
pidama	piab
siin	siin
sedasi	sedasi
olema	olem
muidugi	muidugi
üks	öhö
märk	`märgi
järel	järel
võima	vöid
minema	`minnä
otsima	ot'si
sina	sa
sile	siledad
koht	`kohtä
taga	taga
minema	mine
ikka	`ikka
edasi	edasi
teadma	tia
kust	kust
koht	kohalt
aga	aga
nii	nii
kui	kui
siit	siit
tulema	tuleb
teine	teene
märk	märk
ei	ei
siin	siin
pidama	piab
punkt	punkt
olema	olema
kus	kus
sina	sa
ankur	`ankru
viskama	`viskad
või	vöi
see	sie
pidama	piab
siis	siss
teadma	`tiada
ka	koo
olema	olem
kus	kuss
äär	äärest
loom	loom
tulema	tuli
mis	miss
käsi	kätt
ehk	ehk
teadma	tiab
tüür	`tüiri
veel	vel
hoidma	`oidma
üks	ühest
koht	koht
nurk	nurga
alt	alt
kus	kus
saama	sai
ära	ää
keerama	keeratta
jälle	`jälle
vat	vat
mina	maa
võima	vöin
näitama	näedatta
kuidas	kudas
tema	ta
kõige	keige
enne	`enne
saama	saab
ankur	`ankkur
viskama	visadud
siis	siis
minema	lääb
esimene	esimise
köis	köijega
seda+moodi	seda+moodi
siis	siiss
tulema	tuub
jäme	jämedam
jagu	jägu
jäme	jämedam
jagu	jägu
keerama	`keerab
nii+moodi	nii+`moodi
siis	siis
laskma	lase
noot	noot
sisse	`sisse
siin	siin
tulema	tuleb
noot	nuoot
siis	siis
hakkama	akkad
jälle	`jälle
teine	teise
jäme	jämedama
jagu	`jäoga
seda+viisi	seda+visi
tulema	tulemä
hüüdma	`üittaks
tuust	tuustid
või	vöi
hüüdma	`üitsid
nõnda	nõnna
jah	jah
siis	siis
tulema	tuled
siin	siin
olema	on
nüüd	nüid
jälle	jäll
potska	`pot'ska
ka	koo
siia	siija
peal	pial
kus	kuss
ankur	`ankkur
laskma	lastut
olema	on
potska	`pot'ska
jääma	jäi
siia	`seijä
ots	otsa
peal	pial
üks	üks
kaks+kümmend	kahe+`gümne
viis	viije
toobine	toobine
potska	`pot'ska
või	vöi
sedasi	sedas
kolm+kümmend	kolme+`gümne
siis	sis
tulema	tuud
see	sellega
siia	`seijä
siit	sit
siduma	seod
kinni	`kinni
ankur	`ankkur
jääma	jääb
siia	`seijä
siis	siis
teine	teine
hakkama	`akkab
teine	teise
äärest	äärest
sedasi	sedasi
vedama	vedama
nii+kui	`niigu
tulema	tuleb
noot	noot
ka	koo
ja	ja
siis	siiss
saama	saad
sina	sa
mis	mis
sina	sa
sealt	sialt
saama	saad
vahel	vahhel
tulema	tuleb
rohkem	`rohkem
vahel	vahel
vähem	vähäm
vahel	vahel
tooma	tuub
tühi	tühja
ka	koo
ja	ja
jah	jähh
see	sie
ja	ja
pidama	piab
ikka	ikka
klaar	klaar
ilm	ilm
olema	olema
ja	jä
muidu	muidu
kui	ku
aeru+paat	aeru+`paattidega
ka	koo
ikka	ikka
kui	kui
olema	oli
mõistlik	`möistligum
vahel	vahel
saama	sai
tuul	tuulegä
estis	`es'ti
olema	ooks
saama	saan
ka	koa
käima	`käijä
jaksama	`jäksa
sinna	`sinna
sisse	`sisse
sõudma	`söudä
nüüd	nüit
viimane	viimasel
aeg	aeal
kui	kui
mootor+paat	`muoottor+paadid
tulema	tulid
mina	mull
meie	meil
oma	omal
olema	oli
poiss	poestel
olema	oli
ka	koo
mootor+paat	`muoottor+paat
tulema	tuli
juba	juba
ja	ja
siis	siis
olema	oli
asi	asi
ikka	`ikka
natuke	nattukke
hea	param
ja	ja
tükk	tükk
maa	maad
ikka	ikka
kerge	`kerge
vaatama	`vaattä
mina	ma
seletama	selledan
teie	`teile
nüüd	nüid
sama+moodi	samma+`moodi
vaatama	vatta
nüüd	nüit
see	sie
köis	köijed
või	vöi
see	se
tuust	tuust
mis	miss
siit	siit
tulema	tuleb
et	ett
tema	tema
see	sie
saama	sai
mitu	mittu
kord	`korda
vaatama	vaadat
kui	kui
see	se
klaar	klaar
vesi	vesi
olema	oli
neli	nel'la
süld	sülla
vesi	vie
pealt	pialt
vahel	vahel
kui	ku
hästi	`äs'ti
klaar	klaar
vesi	vesi
paistma	paestab
ja	ja
madal	madalama
peal	pial
kus	kuss
paar	paar
süld	`sülda
vesi	vett
sealt	sialt
paistma	paestab
hästi	`äs'ti
hästi	iasti
nüüd	nüit
see	se
teine	tene
hakkama	`akkab
teine	teise
köis	köijest
vedama	vidama
nüüd	nüid
see	sii
jooksma	jooseb
sedasi	sedasi
kokku	`kokku
lest	lest
olema	on
seal	sial
liiv	liiva
peal	pial
tulema	tuleb
see	se
köis	köis
tema	`talle
ligemale	ligemale
kartma	kardab
see	seda
ja	ja
panema	paneb
sina	sul
nii+moodi	nii+modi
edasi	edasi
natuke	nattukke
laskma	laseb
jälle	`jälle
liiv	liiva
peale	`piale
maha	maha
ja	ja
muda	möda
selg	selg
olema	on
tema	tall
pea+aegu	pia+`aegu
liiva+karva	liiva+`karva
ka	koa
all	al'l
või	või
muist	muist
olema	on
musta+kirju	musta+`kirjud
ja	ja
muist	muist
nõnda	nõnna
kadaka+kirju	kadakka+`kirjud
need	need
kadaka+kirjud	kadak+`kirjud
olema	on
siin	siin
hea	paramad
lest	lestad
või	vöi
jälle	`jällä
ja	ja
siis	siss
tulema	tuleb
see	se
jälle	jälle
tulema	tuleb
siia	`seija
ligi	ligi
siis	siiss
jälle	`jälle
kargama	`kargab
edasi	edasi
ikka	`ikka
sedasi	sedasi
nii+kui	`niigu
tulema	tuleb
juba	juba
sedasi	sedas
nagu	nagu
tänav	tänavad
kokku	`kokku
siis	siis
hakkama	`akkab
sealt	sialt
noot	nuot
tulema	tulem
noot	noodal
olema	on
noh	nohh
see	sie
noot	nooda
pära	pära
ütlema	`üittakse
see	sie
olema	oli
ise+enesest	isi+enesest
kolm	kolm
süld	`sülda
pikk	pikk
ja	ja
siis	siss
tiib	`tiivad
neli	neli
ja	ja
viis	viis
süld	`sülda
pikk	pikkad
siis	siss
kork	korgid
või	vöi
pull	pullud
peal	pial
kivi	kivid
all	all
äär	äär
põhi	`pöhjas
seisma	seisab
ja	ja
siis	siss
see	sie
olema	oli
siis	sis
tramm	tramm
sedasi	sedasi
ikka	`ikka
olema	oli
see	see
püüd	püid
võrk	`vörkkudega
jah	jaahh
noh	nohh
see	sell
aeg	aeal
juba	juba
Paldiski	Paldiskis
olema	oli
noot	`nuottasi
oma	omal
aeg	aeal
palju	`pal'lu
olema	oli
mis	mis
see	sie
olema	oli
neli+kümmend	neli+gümend
neli+kümmend	neligend
kaks	kaks
suur	suurt
noot	`nootta
olema	oli
mina	minu
mina	minu
poisi+põlv	poosigese+`pölves
aga	aga
juba	juba
saama	saeme
ja	ja
siis	siis
olema	oli
veel	veel
veel	veel
mõni	mönit
noot	`nuodad
olema	olid
kui	ku
meie	mee
juba	juba
e	e
hakkama	`akkesime
kilu+võrk	kilu+`vörkkudeg
kilu	kilu
püüdma	`püidmä
siis	siis
jälle	`jällä
ikka	`ikka
olema	oli
noot	`nuottasi
Indersson	Indressonil
ja	ja
kes	kes
need	ned
olema	olid
Seeand	`Seeandil
ja	ja
nii	nii
viis	viis
kuus	kuus
noot	`nootta
olema	olid
ja	ja
siis	siis
olema	olid
jälle	jälle
võrk	vörgut
võrk	vörgut
lõpetama	löppetsid
nooda+püüd	nooda+püiju
ära	ära
jaa	jaa
siis	siis
hakkama	`aksid
kord	kord
saama	sai
Paldiski	Paldiskis
ikka	`ikka
tublisti	tublisti
siin	sinn
käima	käis
mees	mihed
tulema	tulit
siin	sinn
tulema	tulit
kaugelt	`kaugelt
püüdja	`püidjäd
siia	`seijä
ja	ja
siin	siin
tulema	tulid
Viimsi	`Viimsist
tulema	tuli
aga	aga
muist	muist
elama	elavad
praegu	`praegu
veel	veel
Paldiski	Paldiskis
kes	kess
Viimsi	`Viimsist
kala+mees	kala+mehi
ja	ja
kes	kess
siia	`seija
tulema	tulid
ja	jä
ja	ja
muist	muist
olema	on
muidugi	muidugi
välja	`välja
surema	surn
juba	juba
ja	ja
ja	ja
isegi	isegi
käima	käis
Pärnu	`Pärnust
siin	siin
kilu+võrk	kilu+`vörkkudeg
Pärnu	`Pärnu
mees	mehi
ja	jä
ja	ja
siis	siiss
sügis	sügise
pool	pool
tema	ta
käima	käis
hiidlane	`iidläsi
need	neit
tulema	tuli
olema	olid
Leetse	`Lietsi
küla	külas
korter	`kortlis
ei	ei
saama	saan
Paldiski	Paldiskis
ei	ei
olema	oln
korter	`korttelt
saama	`saada
küll	küll
Leetse	`Lietsi
küla	külas
need	neid
olema	oli
siin	siin
palju	`pal'lu
aga	aga
siis	siis
olema	oli
ka	koa
ikka	`ikka
kümme+kond	kümme+gonna
soolaja	`suolajaid
olema	oli
kaa	kaa
need	neid
mis	miss
toos	`toosidesse
panema	panid
võrgu+lina	vörgu+lina
jälle	jälle
jälle	jälle
umbes	`umbes
poole+tolline	poole+tol'lise
e	e
kant+silm	kan't+silmadega
poole+tolline	poole+tol'lisne
olema	oli
need	need
olema	on
ka	koo
samuti	samatti
muist	muist
tera	tera
harv	arvemad
muist	muist
jälle	`jälle
nii	nii
et	ett
siin	siin
olema	olid
Tallinn	Talinast
Leesment	`Liesment
Leesment	`Lieesment
kuduma	kudus
aga	äga
olema	oli
käima	käis
mitu	`mitmes
koht	kohs
proovima	`proovimas
ka	koa
Saaremaa	Saare+mall
ja	ja
proovima	`proovis
mööda	`mööda
rand	`randasi
tema	temal
oma	omal
olema	oli
kudumis+vabrik	kudumis+vabrik
olema	oli
eesti	eesti
siit	siit
eesti	eesti
võrk	`vörgud
aga	aga
tema	taal
olema	olid
muidugi	muidugi
Saksa+maa	Saksa+maalt
olema	oli
ikka	ikka
lõng	löng
tooma	`toodud
aga	aga
siin	siin
olema	olid
müügil	müigil
olema	oli
enamasti	änamast
suur	suurem
jagu	jägu
saksa+maa	saksa+maa
võrk	`vörgut
prantsuse	`prantsus
võrk	vörgud
jälle	jälle
siis	siis
olema	oli
inglise	`englis
võrk	`vörkkusid
jaa	jaa
nii	nii
et	ett
mina	maa
ostma	`os'tin
üks	öhö
laskma	lasin
ära	ära
lest	`Iestil
ei	ei
olema	oln
see	sell
aeg	aeal
ei	ei
olema	old
Jaapan	`Jaabaniga
olema	pöln
jälle	jälle
kauba+leping	kauba+leppungud
ei	ei
olema	oln
aga	aga
soomlane	`soomlasel
jälle	jäl
olema	oli
ja	ja
nii	nii
et	ett
Soome	Soome
kaudu	`kaudu
saama	sain
ostma	`osta
veel	viel
üks	öhö
jaapani	`jaabani
võrk	`vörgu
aga	aga
suurus	`suurus
arvama	arva
suurus	`suurus
ikke	`ikke
sama	sama
üks	üks
kui	kui
üks	üks
ja	jä
olema	oli
hea	ia
võtma	`vötta
mis	miss
tähendama	tähändäb
et	ett
need	need
kilu	kilud
olema	olid
Jaapan	`Jaabanis
ja	ja
igal+pool	igal+pool
ikka	`ikka
ühe+sugune	öhö+sugust
et	ett
kalur	kalurid
olema	on
ikke	ikke
noh	nohh
muist	muist
olema	olid
natukene	nattugene
milli+meeter	milli+`meetri
pealt	piald
natuke	nattukke
olema	olid
peen	`peenem
mõni	möni
teine	teine
vahel	vahel
võtma	`vöt'tis
teine	`teisest
kuidas	kudas
kala	kala
jämedus	jämedus
olema	oli
ja	ja
vahel	vahel
jälle	jälle
harv	`arvem
ahh	ahh
kilu	kilu
ei	ei
ega	ega
seal	sial
ei	ei
saama	saa
miski	midagi
keelama	keelattä
mis	miss
juba	juba
sina	su
võrk	`vörkku
minema	läheb
see	sie
pidama	piab
jääma	`jäämä
ja	ja
sealt	sialt
enam	änam
päästma	`päästa
tema	teda
ei	ei
saama	saa
aga	aga
need	`nendega
ei	ei
olema	ole
vaatama	`vaatta
tema	täma
olema	onn
need	`nendega
ei	ei
saama	saa
miski	midagi
mitte	mitte
ütlema	`ütleme
nüüd	nüit
kala+kaitse	kala+kaetse
panema	paneb
panema	paneb
tüll	`tülli
siis	siis
olema	oli
ikke	`ikke
see	sie
olema	oli
see	sie
rumalus	rumalus
olema	`ol'li
ju	ju
ka	koa
oma	omast
koht	kohast
olema	on
ka	koa
et	et
panema	`pandi
kala+kaitse	kala+gaetse
nõnda	nõnna
et	ett
ütlema	`ütlime
et	ett
räime+võrk	`räime+vörk
ei	ei
tohtima	tohi
nii	nii
tihe	tihe
olema	oll
aga	aga
räime+võrk	räime+vörgud
laskma	lasevad
kõik	keik
üks	`ühte
laht	`lahte
laskma	`lasta
ja	ja
kilu+võrk	kilu+`vörgud
räime+võrk	`räime+`vörkku
ja	ja
peen	`peenid
räim	`räimi
ei	ei
tohtima	tohi
võtma	`vöttä
siis	siiss
ei	ei
tohtima	tohi
ju	ju
kilu+võrk	kilu+`vörkku
sisse	`sisse
laskma	`lasta
kilu	kilud
püüdma	`püidmatta
jääma	jääm
kui	ku
olema	onn
ei	ei
tohtima	tohi
võtma	`vöttä
sina	sina
ei	ei
saama	saa
kui	kui
sina	sa
ikka	`ikka
kui	ku
võrk	`vörgug
tahtma	tahad
püüdma	`püidä
see	sie
ja	ja
see	seda
sealt	sialt
enam	änam
tagasi	tagasi
ajama	aeada
ka	koo
ei	ei
saama	saa
ehk	ehk
küll	kül
ütlema	`ütlime
näiteks	`näiduseks
kas	kass
mõrd	mörrad
praegu	`praegu
võtma	vöttavad
räim	`räimi
küll	küll
tema	taa
tulema	tuleb
sinna	`senna
sisse	`sissi
võrk	`vörgud
olema	on
küll	küll
tema	taa
hakkama	akkab
siis	siss
sealt	sialt
mõrd	mörrast
läbi	läbi
minema	minem
ütlema	`ütleme
näiteks	`näiduseks
kilu	kilu
siin	siin
viimati	viimatti
saama	sain
natuke	nattuge
siin	siin
räim	`räimi
praegu	`praegu
olema	poleski
kilu	kilu
vaatama	vatta
mõrd	mörrad
minema	lähvad
suvel	sui
see	sii
soe	sooea
vesi	`viega
minema	lähvad
paks	paksuks
nemad	naad
olema	on
lima	lima
täis	täis
et	et
tema	ta
ei	ei
pääsema+ki	pääsegi
sealt	sialt
välja	`väl'la
enam	änam
ja	ja
olema	onn
kilu	kilu
kätte	`kätte
küll	küll
saama	`saadut
olema	on
tema	tema
ei	ei
kõlbama	kolva
enam	änam
meri	meresse
tagasi	tagasi
kaa	kaa
laskma	`lasta
tema	tema
elu	elu
olema	on
üürike	üürikke
kui	kui
tema	ta
kord	kord
tuul	tuult
natuke	nattuge
saama	saab
tuul	tuul
nina	ninasse
eks	eks
siis	siis
olema	onn
lõpp	löpp
kaa	kaa
aga	aga
muidu	mud'u
kui	ku
kilu	kilu
olema	on
hea	iad
kui	ku
need	neid
ikka	`ikka
ilusti	ilusti
võrk	`vörkkus
olema	on
siis	siiss
mõni	möni
kestma	`kes'tis
paat	`paattis
juba	juba
üsna	üsna
sahisema	sahises
kohe	kohe
saama	sai
kahte+moodi	`kahte+`moodi
käima	`käidut
esi+algu	esi+`algas
meie	meil
ei	ei
olema	oln
siin	siin
see	se
ankur	`abkrusi
laev	`laeval
pärast	pärast
juba	juba
palju	`pal'lu
triivima	`triivima
saama	saan
käima	`käidut
ja	ja
käima	käisim
see	se
triiv	`triivi
triivimine	`triivimene
triivima	`triivis
nõnda	nönna
et	ett
e	e
üles	ülesse
kohe	kohe
mõni	möni
verst	vörst
siit	siit
Leetse	`Lietsi
majakas	maeakka
otsast	otsast
välja	`väl'la
õue	`ouwe
ja	ja
siis	siss
saama	saab
võrk	vörgut
sisse	`sisse
laskma	`lastut
üks	üks
kaheksa+teist	kaheks+teist
kaks+kümmend	kaks+kümend
tükk	`tükki
ehk	ehk
kuidas	kudas
olema	onn
panema	panim
peale	`piale
kaks+kümmend	kahe+`kümme
pärastikku	pärastikku
ise	isi
jääma	jääd
paat	paadiga
otsa	`otsa
sinna	`sinna
seal	sial
kus	kuss
võrk	`vörgud
laskma	lased
ise	ise
minema	lähäd
selts	`sel'tsis
ka	koa
nõnda	nönna
et	et
kus	kuss
voog	vuog
tassima	`tas'sib
see	se
vesi	vie
jooks	juoks
tuul	tuul
ei	ei
tassima	`tas'si
kusagile	kusagile
tuul	tuul
maa	maal
kui	ku
vesi	vie
jooks	juoks
olema	onn
minema	lähed
vastu	`vastu
tuul	tuult
ka	ko
nõnda	nönna
et	ett
olema	pöle
seal	sial
keegi	kedagi
tuul	tuul
ei	ei
pidama	pia
tuul	tuul
ei	ei
pidama	pia
need	neit
kinni	`kinni
vesi	vie
jooks	juoks
ja	ja
see	sellega
olema	oli
ikka	ikka
räbal	räbal
olema	oli
ka	koa
mitu	mittu
kord	`kordä
muidugi	mud'ugi
raha	raha
narrus	`narrus
ja	ja
eks	eks
see	se
ahnus	`ahnus
ikka	`ikki
inimene	inimsed
maksma	`maksid
raha	raha
elama	elada
tarvis	`tarvis
pidama	piad
ikka	ikka
teenima	`tienima
ajama	aeas
ikka	iga
välja	`väl'lä
vaat	vaat
välja	väl'la
välis+maa	välis+ma
ee	ee
aurik	aurigud
tulema	tulid
mitu	mittu
kord	`korda
saar	saari
alla	ala
ankur	`ankrusse
ja	ja
siit	siit
Paldiski	Pal'diski
kala+mees	kala+med
minema	läksid
välja	`väl'la
jah	jaaahh
palju	`pal'lu
siin	siin
maksma	`maksta
olema	onn
välis+maalane	välis`maalas't
ja	ja
need	need
ankur	`ankrude
peal	pial
õhtul	`öhtul
saama	said
siis	siis
hommik	omikku
järel	järäl
aga	aga
ennem	ennem
tegema	tegi
see	sie
tegema	tegi
ikka	`ikka
meel	meele
nukker	`nukras
vahel	vahel
teine	teised
inimene	inimest
minema	lähvad
kõik	keik
magama	magama
õhtul	`öhtu
päris	päris
paras	paras
tuul	tuul
väljas	`väl'läs
ja	ja
vihm	vihm
ikka	`ikka
minema	mene
uks	`uksest
välja	`väl'lä
olema	ole
öösel	`öössi
seal	sial
peal	pial
puri	purje
purje+paat	purje+`paattidega
olema	oli
kas	kas
mina	ma
see	seda
lugu	lugu
teie	teil
rääkima	`rääkkisin
üks	üks
aasta	`asta
kui	kui
kuidas	kudas
see	selle
kuidas	kudas
üks+teist	üks+teist
kala+mees	kala+meest
ära	ära
uppuma	`uppus
ei	ei
rääkima	`rääkkin
mis	mis
jah	jahh
see	seda
mina	ma
võima	vöin
küll	küll
rääkima	`rääkkida
mina	ma
olema	olin
ise	ise
kaa	kaa
need	nende
hulgas	`ulkkas
see	se
mina	maa
olema	olin
olema	olen
vist	vist
kõige	keige
viimane	viimane
nemad	neist
kaa	kaa
järel	järel
ka	ka
jah	jahh
kes	kis
pääsema	`pääsid
sealt	sialt
vat	vatt
viis	viis
paat	`paatti
minema	läks
kaduma	kaduma
üks	ühe
paat	paadi
tükk	tükkid
tulema	tulid
aga	aga
Leetse	`Lietse
rand	`randä
see	sie
olema	oli
tuhat	tuhat
üheksa+sada	üheks+sada
kuus	kuus
aasta	`aastal
kahe+kümnes	kahe+`gümne
seitsmes	`seitsmemal
veebruar	veebruaril
vana	vana
kalender	kallendri
järel	järel
ja	ja
siis	siis
saama	sai
käima	`käidut
räime+vörk	`räime+`vörgud
räime+võrk	`räime+`vörgudega
põhi	pöhja
räime+võrk	räim+vörgud
olema	oid
põhi	`pöhjas
nii+moodi	nii+modi
põhi	pöhja
peal	pial
ja	ja
minema	läks
juba	juba
kevad	kevade
poolt	poolt
aeg	aeg
ja	ja
aeg	aeg
minema	läkss
nii	ni
kaugel	`kaugel
saama	sai
ütlema	`ööldud
et	et
tänavu	tänav
aasta	`aasta
vist	vist
püüd	püid
seisma	`seisma
ei	ei
jääma+ki	`jäägi
juba	juba
noh	nohh
kaks+kümmend	kaks+kümend
seitsmes	`seitsmes
veebruar	`veebruar
see	see
olema	on
ju	ju
kevad	kevade
poolt	poolt
aeg	aeg
juba	juba
nüüd	nüütt
see	sie
üks	üks
mees	mies
kes	kellega
meie	mee
ikka	ikka
alati	alatti
selts	`sel'tsis
talv	talvel
käima	käisim
ja	ja
ja	ja
siis	siss
teine	teised
olema	olid
nõnda	nenna
olema	olit
muidu	muidu
meie	me
käima	käisim
nõnda	nönna
et	et
võrk	vörgud
olema	olit
ka	koa
küll	küll
aga	aga
olema	olid
veel	veel
ise	ise
abi	abiks
et	et
siis	siss
ja	ja
see	sie
mees	mies
minema	läks
Klooga	Kloogale
olema	olid
matus	mattused
Jälgi+mäe	`Jälgi+määl
olema	oid
matus	mattused
vist	vist
ja	ja
jääma	jäi
see	sest
saun	saunast
ilma	`ilma
olema	oli
üks	üks
püha+päev	pühabä
õhtu	`öhtu
mina	ma
ütlema	ütlen
ja	ja
nii+võrd	nii+vörd
kange	`kange
ilus	ilus
vaikne	`vaikne
ranna+ilm	ranna+ilm
olema	oli
ja	ja
minema	`läksime
ligi	ligi
saar	saare
äärde	`ääre
jääma	jäeme
vaatama	`vaattamä
külm	`külma
miski	midagi
ei	ei
olema	oln
aga	aga
mina	ma
ei	i
teadma	tia
kas	kass
võima	vöis
olema	oll
kas	kass
olema	oli
kraad	kraadi
võrra	vörra
juba	juba
vesi	vie
pind	pinna
peale	`piale
võtma	`võttis
vaatama	vatta
vesi	vesi
olema	on
külm	külm
talv	`talve
aeg	aeg
vesi	vie
pind	pinna
peale	piale
võtma	`võt'tis
jää	jää
kirs	kirsi
ja	jä
vesi	vesi
kõik	keik
nagu	nagu
kirmetis	kirmettis
siis	s
jääma	jäime
sesima	`seismä
üks	üks
teine	teine
paat	paat'
tulema	tuleb
järel	järäl
ütlema	`ütlime
ei	ei
teadma	tia
kas	kass
nüüd	nüd
tagasi	tagasi
või	vöi
mis	miss
olema	onn
jaa	jaa
üks	üks
mees	mees
ütlema	ütleb
et	ett
ei	ei
mees	mehed
kõik	keik
kaduma	kadund
juba	juba
noh	noohh
nagu	nagu
hüljes	`ül'ged
välja	`väl'la
ja	ja
see	sie
jäguma	jägup
jää	jää
ära	ära
ja	jä
mina	ma
ei	i
teadma	tia
siis	siiss
kala	kala
olema	oli
panema	pann
siit	siit
nina	ninade
vahelt	vahelt
nüüd	nütt
siit	sitt
Pakri	`Pakri
nina	ninade
ja	ja
need	nende
kribu	kribu
saar	saare
nina	ninade
vahelt	vahelt
olema	oli
olema	oln
kaugel	`kaugil
väljas	`väl'las
olema	oli
ilus	ilus
kõik	keik
ja	ja
siis	siis
tulema	tulim
tagasi	tagasi
aga	aga
hommik	omiguks
olema	oli
üheksa	üheksa
kraad	`kraadi
külm	`külmä
jää	jää
olema	oli
meri	merel
ja	ja
laev	laev
jää+kord	jää+gord
peal	pial
üks	üks
mees	mees
ütlema	üdles
tema	taa
viima	viis
sisse	`sisse
kõige	keige
esimeseks	esimiseks
pidama	pidi
ikka	`ikka
minema	minem
ei	ei
saama	saan
jää	jäest
läbi	läbi
ja	jä
see	see
minema	läks
kodu	kodu
ja	jä
kõik	keik
tulema	`tulli
siis	siiss
varsti	varss
tagasi	tagasi
ja	ja
siis	siis
korjama	`korjas
suur	suurem
jagu	jägu
randa	`randa
ja	ja
tulema	tuli
ka	ka
tuul	tuul
ka	koa
siit	siit
laht	lahe
ots	otsa
tuul	tuul
kandma	`kandis
piki	`pikki
laht	`lahte
see	see
lööma	löi
see	selle
jää	jää
kõik	keik
need	neid
pragu	pragusi
pragu	pragusi
täis	täis
ja	ja
siis	siiss
vaatama	`vaatsim
veel	veel
natuke	nattukke
vat	vat
ilus	ilusad
lai	laijad
vahe	vahed
et	ett
esiteks	`estiks
ütlema	`ütlime
nii	nii
et	ett
Paldiski	Paldiskist
olema	ol'l
paha	paha
vahel	vahel
välja	`väl'la
minema	`minna
nüüd	nüit
minema	lähme
üle	üle
minema	lähme
saar	`saare
saar	saarest
saama	saab
ikka	`ikka
rutem	`ruttem
jälle	`jälle
välja	väl'l
keegi	kedagi
inimene	inimest
olema	on
sama	samma
nagu	nagu
lammas	`lammad
üks	üks
minema	lähäb
eeli	`eeli
sealt	sialt
minema	lähvad
teine	`teised
jää	jää
lagunema	lagunes
ikka	ikka
lai	laijemalle
aga	a
tuul	tuul
olema	oli
kõva	köva
aga	aga
tema	ta
ei	ei
saama	saan
laine	laenet
veel	veel
lööma	`lüijä
selle+pärast	sellebäst
et	ett
jää+pank	jää+pangad
olema	olid
suur	suured
lai	laijad
pank	pangad
olema	oid
vesi	vie
peal	pial
sees	sies
ei	ei
saama	saan
laine	laenet
tegema	tiha
saama	saeme
sinna	`sõnna
üles	ülessi
saama	saeme
võrk	vörgud
kätte	`kätte
siis	siis
olema	oli
jää	jää
peenikene	peenikkene
siis	siiss
ikka	iga
sops	sops
mis	miss
tulema	tuli
see	sie
üle	üle
panema	pani
jälle	`jälle
ja	ja
siis	siiss
see	sie
mina	minuga
selts	`sel'tsis
olema	olid
siis	siss
vana	vanem
mees	mees
olema	oli
mina	menust
natuke	nattukke
Jaagop	Jaagop
Poormann	Poormann
teine	tene
olema	oli
noor	noorem
see	sie
olema	oli
Aleksander	Aleksander
Treimann	`Treimann
ja	ja
poisike	poisikke
veel	veel
ikka	ikki
jälle	`jälle
no	no
siis	siis
olema	oli
ikka	ikka
nii	nii
et	ett
kaks	kaks
mees	miest
vedama	vidast
ja	ja
üks	üks
jääma	jäi
aer	aerude
peal	pial
mina	mina
jääma	jäin
aer	aerudell
mina	mina
ei	ei
panema	pann
oma	umal
vihma+kuub	vihma+`kuubesi
see+pärast	see+bärast
ülle	`ülli
ei	ei
panema	pann
selge	`sel'ge
et	ett
noh	nohh
kord	korra
märg	märg
juba	juba
et	et
paisuma	`paisuvad
vedama	vidada
ja	jä
see	selle
ette+otsa	`ette+`otsa
ikka	`ikka
nii+palju	nii+`bal'lu
just	üst
siis	siis
vesi	vett
veel	veel
ei	ei
andma	ann
siis	s
teine	teine
mees	mies
see	sie
himu	imu
saama	sai
vist	vist
ei	ei
maksma	maksa
enam	änam
vedama	vidada
Purman	`Purman
see	sie
olema	oli
ennem	ennem
kala	kalal
panema	pane
aer	aerudega
tulema	tule
siia	`seijä
et	ett
tulema	tule
hakkama	`akka
vedama	vidama
et	et
olema	olis
mina	mul
siin	siin
siis	siis
vihma+kuub	vihma+kuuwe
andma	annaks
kasukas	kasukkas
olema	oli
ju	ju
kah	kahh
olema	oli
juba	juba
või	vöi
see	se
kasukas	kasukkas
olema	oli
juba	juba
jäitama	`jäittan
ka	ka
kaunis	kaunis
hästi	`iasti
kargama	`kargasin
seal	sial
natuke	nattuk
jah	jahh
vedama	vidama
jaa	jaa
siis	siis
tuul	tuul
hakkama	aks
ikka	ik
uuesti	uuwesti
jälle	jäll
nii	nii
et	et
ikka	iga
sops	sops
mis	miss
tulema	tuli
üle	üle
ja	ja
üle	üle
jaa	jaa
ja	ja
jääma	jääd
ja	jä
no	no
siis	siiss
katsuma	`katsusime
siis	siis
tema	tema
meie	meil
olema	oli
oma	omal
teist+moodi	teist+`moodi
puri	purje
enne	`enne
aga	aga
